"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","TOI_EV","TOI_PP","TOI_SH","EVO_GAR","EVD_GAR","PPO_GAR","SHD_GAR","Take_GAR","Draw_GAR","Off_GAR","Def_GAR","Pens_GAR","GAR","WAR","SPAR"
"Alex Wennberg","ALEX.WENNBERG","8477505","22-23","SEA","C","L",1994-09-22,27,2013,1,14,82,1532.9,1124.7,186.3,191.9,-1.3,2,0.7,-2.4,1.6,-1.2,-0.6,-0.3,0.3,-0.6,-0.1,-0.2
"Alexei Emelin","ALEXEI.EMELIN","8471296","11-12","MTL","D","L",1986-04-25,25,2004,3,84,67,1158.8,1051,11.4,87.4,-2,-0.8,-0.2,-0.6,-0.4,2.8,-2.3,-1.4,2.4,-1.3,-0.2,-0.4
"Alexei Emelin","ALEXEI.EMELIN","8471296","12-13","MTL","D","L",1986-04-25,26,2004,3,84,38,747.4,651,5.1,81.8,1.6,0.4,0,-1.2,0.3,0.7,1.6,-0.8,1.1,1.8,0.3,0.6
"Alexei Emelin","ALEXEI.EMELIN","8471296","13-14","MTL","D","L",1986-04-25,27,2004,3,84,59,1136.1,988.5,35.9,100.6,0.2,-2.8,1,-1.9,-1.7,1.5,1.2,-4.7,-0.2,-3.6,-0.7,-1.3
"Alexei Emelin","ALEXEI.EMELIN","8471296","14-15","MTL","D","L",1986-04-25,28,2004,3,84,68,1347.6,1173.5,5.9,159.2,1,2.9,0,-0.2,-1.7,0.9,0.9,2.7,-0.8,2.9,0.5,1
"Alexei Emelin","ALEXEI.EMELIN","8471296","15-16","MTL","D","L",1986-04-25,29,2004,3,84,72,1475.8,1282.5,20.2,149.9,-3.8,3.1,-0.5,-1.9,-1.6,-0.1,-4.3,1.2,-1.7,-4.8,-0.9,-1.8
"Alexei Emelin","ALEXEI.EMELIN","8471296","16-17","MTL","D","L",1986-04-25,30,2004,3,84,76,1620.4,1397.2,4.5,192.2,-5.6,6.1,0,0.6,-1.2,0.8,-5.6,6.7,-0.4,0.7,0.1,0.3
"Alexei Emelin","ALEXEI.EMELIN","8471296","17-18","NSH","D","L",1986-04-25,31,2004,3,84,76,1283,1147.3,2.2,123.1,-3.5,2.6,0,0.5,-0.4,-0.1,-3.5,3.1,-0.5,-0.9,-0.2,-0.3
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","07-08","TOR","L","L",1980-04-09,27,1998,4,87,66,1049.7,848.7,127.7,44.9,5.8,-1.3,2.4,0.7,-0.2,-1,8.1,-0.6,-1.1,6.4,1.2,2.2
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","08-09","TOR","L","L",1980-04-09,28,1998,4,87,81,1279.7,1020.3,174.4,69,12.5,1.6,0.8,0,0.5,-1.5,13.3,1.6,-0.9,14,2.5,4.9
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","09-10","PIT","L","L",1980-04-09,29,1998,4,87,16,241.3,185.6,51.8,0,-1.2,1.9,0.6,0,0,-0.7,-0.7,1.9,-0.6,0.6,0.1,0.2
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","09-10","TOR","L","L",1980-04-09,29,1998,4,87,61,1026.4,817.9,162.3,27.4,10.3,3.8,-0.2,0.4,-0.9,0.1,10.1,4.2,-0.8,13.5,2.4,4.7
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","10-11","L.A","L","L",1980-04-09,30,1998,4,87,61,768.6,648.2,56.6,59.1,0.1,2.6,0.9,0.3,-0.9,0.1,1,2.9,-0.7,3.2,0.6,1.1
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","11-12","CAR","L","L",1980-04-09,31,1998,4,87,49,728.7,601,104.4,12.1,-3.6,-1.4,2.9,0,-0.6,0.5,-0.7,-1.4,-0.1,-2.2,-0.4,-0.7
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","11-12","N.J","L","L",1980-04-09,31,1998,4,87,33,480.6,466.5,3.1,8.6,3.6,3.3,0,0.2,0.5,0.1,3.5,3.4,0.6,7.5,1.3,2.4
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","12-13","N.J","L","L",1980-04-09,32,1998,4,87,30,410.2,381.1,11.7,12.6,1.1,2.7,0.2,0,0.2,-0.6,1.3,2.7,-0.4,3.5,0.7,1.2
"Alexei Ponikarovsky","ALEXEI.PONIKAROVSKY","8467412","12-13","WPG","L","L",1980-04-09,32,1998,4,87,12,142.4,132.9,2.8,6.4,-0.8,0.4,0,0,0,-0.2,-0.9,0.4,-0.2,-0.6,-0.1,-0.2
"Alexei Semenov","ALEXEI.SEMENOV","8467909","07-08","S.J","D","L",1981-04-10,26,1999,2,36,22,335.4,273.3,31.2,27.6,-1.9,0.8,1.7,0,-0.2,0,-0.2,0.8,-0.2,0.4,0.1,0.1
"Alexei Semenov","ALEXEI.SEMENOV","8467909","08-09","S.J","D","L",1981-04-10,27,1999,2,36,47,613.2,565.8,7.5,37.6,-1.2,1.8,0.1,1.6,-1.1,1.4,-1.1,3.4,0.3,2.6,0.5,0.9
"Alexei Toropchenko","ALEXEI.TOROPCHENKO","8480281","21-22","STL","R","L",1999-06-25,22,2017,4,113,28,300.2,295.5,0.4,1.4,-3.1,-0.1,0,0,-0.2,0.5,-3.1,-0.1,0.3,-2.9,-0.5,-1
"Alexei Toropchenko","ALEXEI.TOROPCHENKO","8480281","22-23","STL","R","L",1999-06-25,23,2017,4,113,69,833.3,742.6,6.3,75.9,0,2,0,-0.3,1.3,-0.5,0,1.8,0.8,2.6,0.4,0.8
"Alexei Zhitnik","ALEXEI.ZHITNIK","8458595","07-08","ATL","D","L",1972-10-10,34,1991,4,81,65,1236.3,1087.6,60.4,82.3,1.9,-3.6,-1.1,-4,-1.4,-0.4,0.8,-7.6,-1.8,-8.6,-1.6,-3
"Alexey Marchenko","ALEXEY.MARCHENKO","8476289","14-15","DET","D","R",1992-01-02,22,2011,7,205,13,200.6,188.5,1.5,9.4,-1,1.1,0,0,0.3,-0.2,-1,1.1,0.1,0.2,0,0.1
"Alexey Marchenko","ALEXEY.MARCHENKO","8476289","15-16","DET","D","R",1992-01-02,23,2011,7,205,66,1110.8,960.5,1.2,137.8,-0.2,-0.7,0,0.4,1.5,0.5,-0.2,-0.3,2,1.5,0.3,0.6
"Alexey Marchenko","ALEXEY.MARCHENKO","8476289","16-17","DET","D","R",1992-01-02,24,2011,7,205,30,539.4,463.4,2.8,68.7,0.7,2.2,0,-0.5,0.1,-0.1,0.7,1.7,-0.1,2.3,0.4,0.8
"Alexey Marchenko","ALEXEY.MARCHENKO","8476289","16-17","TOR","D","R",1992-01-02,24,2011,7,205,11,155.6,152.3,0.2,3,-0.1,-0.4,0,0,0.3,0,-0.1,-0.3,0.4,-0.1,0,0
"Alexis Lafrenière","ALEXIS.LAFRENIÈRE","8482109","20-21","NYR","L","L",2001-10-11,18,2020,1,1,56,777.4,692.5,64.9,0.6,2.1,-3.1,-1.3,0,1.1,-0.5,0.8,-3.1,0.6,-1.7,-0.3,-0.6
"Alexis Lafrenière","ALEXIS.LAFRENIÈRE","8482109","21-22","NYR","L","L",2001-10-11,19,2020,1,1,79,1105.3,989.5,92.7,4,2.8,1.8,0.3,0,0.1,-0.3,3.1,1.8,-0.2,4.7,0.8,1.6
"Alexis Lafrenière","ALEXIS.LAFRENIÈRE","8482109","22-23","NYR","L","L",2001-10-11,20,2020,1,1,81,1232.8,1096.4,109.9,2.6,3.9,-1.1,-1,0,0.6,-0.5,2.9,-1.1,0.1,1.9,0.3,0.6
"Aliaksei Protas","ALIAKSEI.PROTAS","8481656","21-22","WSH","C","L",2001-01-06,20,2019,3,91,33,390.5,355.1,31.4,0.4,1.2,1.4,-0.7,0,0.9,0,0.5,1.4,0.9,2.9,0.5,1
"Aliaksei Protas","ALIAKSEI.PROTAS","8481656","22-23","WSH","C","L",2001-01-06,21,2019,3,91,58,668,644.1,5.6,12.3,-0.2,4,-0.1,0.3,0.4,-1.1,-0.3,4.4,-0.7,3.4,0.6,1.1
"Allan Rourke","ALLAN.ROURKE","8467469","07-08","EDM","D","L",1980-03-06,27,1998,6,154,13,142.1,137.1,0.3,4.2,0,1.2,0,0,0.4,0,0,1.2,0.4,1.6,0.3,0.6
"Anders Bjork","ANDERS.BJORK","8478075","17-18","BOS","L","L",1996-08-05,21,2014,5,146,30,370.4,339.2,29.6,0.1,1.4,0.5,1.7,0,0.3,-0.1,3.1,0.5,0.2,3.8,0.7,1.4
"Anders Bjork","ANDERS.BJORK","8478075","18-19","BOS","L","L",1996-08-05,22,2014,5,146,20,236,217.6,16.9,1.4,-2,1.4,0.8,0,0.3,-0.1,-1.2,1.4,0.2,0.4,0.1,0.2
"Anders Bjork","ANDERS.BJORK","8478075","19-20","BOS","L","L",1996-08-05,23,2014,5,146,58,750,695.3,20.3,30,1.7,4.1,-0.4,0,1,-0.4,1.3,4,0.5,5.9,1,2
"Anders Bjork","ANDERS.BJORK","8478075","20-21","BOS","L","L",1996-08-05,24,2014,5,146,30,369.2,316.7,2,47,-1,-0.8,0,-0.2,-0.2,0,-1,-1,-0.2,-2.2,-0.4,-0.7
"Anders Bjork","ANDERS.BJORK","8478075","20-21","BUF","L","L",1996-08-05,24,2014,5,146,15,255.5,223.5,1.3,24.6,0.4,1.4,0,0,0.1,-0.4,0.4,1.4,-0.2,1.6,0.3,0.5
"Anders Bjork","ANDERS.BJORK","8478075","21-22","BUF","L","L",1996-08-05,25,2014,5,146,58,698.9,655.8,2.6,34.2,-2.1,0,0,-0.2,0.8,0,-2.1,-0.2,0.8,-1.5,-0.3,-0.5
"Anders Bjork","ANDERS.BJORK","8478075","22-23","CHI","L","L",1996-08-05,26,2014,5,146,13,183.9,164.9,0.7,15.6,2.4,0.8,0,-0.8,0.2,-0.2,2.4,0,0,2.4,0.4,0.8
"Anders Eriksson","ANDERS.ERIKSSON","8459443","07-08","CGY","D","L",1975-01-09,32,1993,1,22,61,1267.9,983,125,147.2,4.1,0.5,0,2.4,0.4,0.3,4.1,2.9,0.7,7.6,1.4,2.6
"Anders Eriksson","ANDERS.ERIKSSON","8459443","09-10","ARI","D","L",1975-01-09,34,1993,1,22,12,188.9,162.9,9.9,12.3,0,-0.9,-0.2,0.2,0.3,0.4,-0.2,-0.7,0.7,-0.2,0,-0.1
"Anders Eriksson","ANDERS.ERIKSSON","8459443","09-10","NYR","D","L",1975-01-09,34,1993,1,22,8,116,100,11.8,4,-0.1,0.6,0.5,0,0.3,-0.1,0.4,0.6,0.2,1.2,0.2,0.4
"Anders Lee","ANDERS.LEE","8475314","13-14","NYI","C","L",1990-07-03,23,2009,6,152,22,345.9,280.1,59.4,0.9,3.1,0.8,-0.6,0,-0.4,0,2.5,0.8,-0.3,2.9,0.5,1
"Anders Lee","ANDERS.LEE","8475314","14-15","NYI","C","L",1990-07-03,24,2009,6,152,76,1093.9,906.4,165.2,3,9.1,-3.6,1,0,0.5,-0.9,10.1,-3.6,-0.4,6.2,1.2,2.2
"Anders Lee","ANDERS.LEE","8475314","15-16","NYI","C","L",1990-07-03,25,2009,6,152,80,1166.2,935.4,199,1.9,-0.6,0.1,5.2,0,-0.5,-1.9,4.6,0.1,-2.4,2.4,0.5,0.9
"Anders Lee","ANDERS.LEE","8475314","16-17","NYI","C","L",1990-07-03,26,2009,6,152,81,1262.7,1041.8,193.4,0.5,9.7,0.8,2.3,0,-0.8,-0.3,12,0.8,-1.1,11.8,2.2,4.3
"Anders Lee","ANDERS.LEE","8475314","17-18","NYI","C","L",1990-07-03,27,2009,6,152,82,1415.9,1126.4,247.9,0.7,7.5,-1.1,3.2,0,-0.3,-0.7,10.7,-1.1,-1,8.6,1.7,3.2
"Anders Lee","ANDERS.LEE","8475314","18-19","NYI","C","L",1990-07-03,28,2009,6,152,82,1401.2,1124.7,233,0.9,8.2,-0.1,0.9,0,-0.6,0.4,9.1,-0.1,-0.2,8.8,1.6,3.1
"Anders Lee","ANDERS.LEE","8475314","19-20","NYI","C","L",1990-07-03,29,2009,6,152,68,1244.2,1046.6,153.8,1,6.8,-2,-1.1,0,0.9,-1,5.7,-2,-0.1,3.6,0.6,1.2
"Anders Lee","ANDERS.LEE","8475314","20-21","NYI","C","L",1990-07-03,30,2009,6,152,27,473.2,391.1,66.3,0.3,4.9,-0.7,0.2,0,0.5,0.2,5.1,-0.7,0.6,5,0.9,1.7
"Anders Lee","ANDERS.LEE","8475314","21-22","NYI","C/L","L",1990-07-03,31,2009,6,152,76,1263.7,1033.5,177.3,0.9,8.1,-5.2,2.5,0,0.6,-1.7,10.7,-5.2,-1,4.5,0.8,1.5
"Anders Lee","ANDERS.LEE","8475314","22-23","NYI","L","L",1990-07-03,32,2009,6,152,82,1412.3,1107.4,249.6,0.9,6.6,0.1,0.1,0,-0.6,0.6,6.8,0.1,0,6.9,1.2,2.2
"Andre Benoit","ANDRE.BENOIT","8470378","10-11","OTT","D","L",1984-01-06,26,2002,NA,NA,8,134.7,115.5,14.2,1.3,-0.7,1.1,0.3,0,-0.2,0,-0.4,1.1,-0.2,0.5,0.1,0.2
"Andre Benoit","ANDRE.BENOIT","8470378","12-13","OTT","D","L",1984-01-06,28,2002,NA,NA,33,542,463.8,51.9,20.2,0.5,1.1,1.1,0.2,0.7,-0.2,1.6,1.2,0.5,3.3,0.6,1.1
"Andre Benoit","ANDRE.BENOIT","8470378","13-14","COL","D","L",1984-01-06,29,2002,NA,NA,79,1596.3,1244,191.3,136.5,1.6,0.3,0.9,-2.8,1.5,-0.7,2.4,-2.5,0.7,0.6,0.1,0.2
"Andre Benoit","ANDRE.BENOIT","8470378","14-15","BUF","D","L",1984-01-06,30,2002,NA,NA,59,1069.4,913.1,71.6,74.9,-0.2,-2,-2.2,-0.6,0.3,-0.3,-2.4,-2.6,-0.1,-5.1,-1,-1.8
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","14-15","WSH","L","L",1995-02-09,19,2013,1,23,53,684.8,617,61,0.1,7.8,2.7,0.5,0,0.9,-0.2,8.3,2.7,0.7,11.8,2.2,4.3
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","15-16","WSH","L","L",1995-02-09,20,2013,1,23,79,1028.9,959.5,62.9,0,6.4,-2.9,-1.1,0,1.3,-0.5,5.3,-2.9,0.7,3.2,0.6,1.2
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","16-17","WSH","L","L",1995-02-09,21,2013,1,23,64,848.9,750.1,93.4,0.3,4.3,-1.5,-0.8,0,0.7,-0.7,3.5,-1.5,0,2,0.4,0.7
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","17-18","WSH","L","L",1995-02-09,22,2013,1,23,56,775,697.5,64.7,0.9,3.2,2.4,-0.9,0,0.8,-0.2,2.4,2.4,0.6,5.3,1,2
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","18-19","WSH","L","L",1995-02-09,23,2013,1,23,76,845.5,819.4,18.4,3.7,1.3,0.7,0.1,0,0.7,-0.3,1.5,0.7,0.5,2.6,0.5,0.9
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","19-20","COL","L","L",1995-02-09,24,2013,1,23,58,881.2,724.5,136.9,0.7,7.6,-2.2,-0.6,0,0,0.5,7.1,-2.2,0.5,5.3,1,1.8
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","20-21","COL","L","L",1995-02-09,25,2013,1,23,53,799.9,675.2,113.3,0,5.1,1.6,3,0,0.9,-0.3,8.1,1.6,0.6,10.2,1.8,3.4
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","21-22","COL","L","L",1995-02-09,26,2013,1,23,80,1300.7,1123.4,157.9,0.4,11.8,-2.7,1.1,0,1.3,0.4,12.8,-2.7,1.6,11.7,2.1,3.9
"Andre Burakovsky","ANDRE.BURAKOVSKY","8477444","22-23","SEA","L","L",1995-02-09,27,2013,1,23,49,811.2,670.4,126.2,0.1,1.9,-4.9,2.7,0,0.6,0,4.7,-4.9,0.6,0.3,0.1,0.1
"Andre Deveaux","ANDRE.DEVEAUX","8470301","08-09","TOR","C","R",1984-02-23,24,2002,6,182,21,152,148.2,2.8,0,-2,-0.9,0,0,-0.6,0.6,-2,-0.9,-0.1,-2.9,-0.5,-1
"Andre Roy","ANDRE.ROY","8460639","07-08","T.B","R","L",1975-02-08,32,1994,6,151,63,343.9,336,6.8,0.4,1.4,0,0,0,0.1,-0.6,1.5,0,-0.5,1,0.2,0.4
"Andre Roy","ANDRE.ROY","8460639","08-09","CGY","L/R","L",1975-02-08,33,1994,6,151,43,235.9,233.7,0.1,1.1,-1.3,0.1,0,0,-0.6,-0.4,-1.3,0.1,-1,-2.2,-0.4,-0.8
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","15-16","DET","C","L",1994-08-06,21,2012,4,110,37,333.6,311.6,0.7,18.8,3.4,-4.2,0,0.1,0.8,2,3.4,-4.2,2.8,2,0.4,0.7
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","16-17","DET","C","L",1994-08-06,22,2012,4,110,64,861.7,738.2,75.3,33.1,5,-0.8,3.2,-0.7,0.5,0.7,8.2,-1.5,1.2,7.9,1.5,2.9
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","17-18","DET","C","L",1994-08-06,23,2012,4,110,71,1087.3,918.8,119.4,26.6,3.1,-3.2,-0.7,-0.4,1.4,1.7,2.4,-3.6,3.1,2,0.4,0.7
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","18-19","DET","C","L",1994-08-06,24,2012,4,110,76,1290.1,1081.5,166.3,5.3,4,-3.6,2,0,0.5,4,6.1,-3.6,4.5,6.9,1.3,2.4
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","19-20","DET","C","L",1994-08-06,25,2012,4,110,46,760.5,621.5,99,1.6,-1.3,-2.5,0.2,0,0.8,1.5,-1.1,-2.5,2.3,-1.4,-0.2,-0.5
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","19-20","EDM","C","L",1994-08-06,25,2012,4,110,9,110.9,107,3.2,0.1,-1.1,-0.3,0,0,-0.1,-0.2,-1.1,-0.3,-0.3,-1.7,-0.3,-0.6
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","20-21","L.A","C","L",1994-08-06,26,2012,4,110,47,702.6,597.9,85.8,2.1,5.4,-2.4,-1.3,0,0.5,0.9,4.1,-2.4,1.4,3.1,0.6,1
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","21-22","L.A","C","L",1994-08-06,27,2012,4,110,28,426.6,370.6,45.1,3.4,4.4,-0.8,-1.2,0,0.8,1.2,3.2,-0.8,2,4.5,0.8,1.5
"Andreas Athanasiou","ANDREAS.ATHANASIOU","8476960","22-23","CHI","C","L",1994-08-06,28,2012,4,110,81,1296.2,1109.1,153.4,4.4,2.9,-2.6,1.5,-0.1,0.8,-0.7,4.3,-2.7,0.1,1.7,0.3,0.6
"Andreas Borgman","ANDREAS.BORGMAN","8480158","17-18","TOR","D","L",1995-06-18,22,2013,NA,NA,48,657,642.6,1.3,9.3,5.4,0.8,0,0,-0.3,-0.4,5.5,0.8,-0.7,5.5,1.1,2.1
"Andreas Borgman","ANDREAS.BORGMAN","8480158","20-21","T.B","D","L",1995-06-18,25,2013,NA,NA,7,83.7,81,0.3,0.9,0.5,-0.3,0,0,-0.2,0.3,0.5,-0.3,0.1,0.4,0.1,0.1
"Andreas Englund","ANDREAS.ENGLUND","8477971","16-17","OTT","D","L",1996-01-21,20,2014,2,40,5,53,45.2,0,0.9,-0.1,-0.6,0,0,0.1,-0.1,-0.1,-0.5,0.1,-0.6,-0.1,-0.2
"Andreas Englund","ANDREAS.ENGLUND","8477971","19-20","OTT","D","L",1996-01-21,23,2014,2,40,24,261.8,234.8,0.7,26.1,-3,-1.3,0,-0.2,0.5,0.1,-3,-1.4,0.6,-3.8,-0.7,-1.3
"Andreas Englund","ANDREAS.ENGLUND","8477971","22-23","CHI","D","L",1996-01-21,26,2014,2,40,11,163.8,147.9,0.1,13.8,-2.5,-0.8,0,-0.1,0.2,0.2,-2.5,-0.9,0.3,-3,-0.5,-1
"Andreas Englund","ANDREAS.ENGLUND","8477971","22-23","COL","D","L",1996-01-21,26,2014,2,40,36,405.5,384.6,0.2,18.6,-0.9,2.9,0,0.3,0.6,0.2,-0.9,3.2,0.7,3,0.5,1
"Andreas Engqvist","ANDREAS.ENGQVIST","8475372","11-12","MTL","C","R",1987-12-23,23,2006,NA,NA,12,79.2,65.9,0,12.1,-0.5,0.3,0,0.1,-0.2,-0.2,-0.5,0.5,-0.3,-0.4,-0.1,-0.1
"Andreas Johnsson","ANDREAS.JOHNSSON","8477341","17-18","TOR","L","L",1994-11-21,22,2013,7,202,9,105.3,84.5,11.6,6.4,0,0.7,0.8,0.1,0.2,0.1,0.8,0.8,0.4,2,0.4,0.7
"Andreas Johnsson","ANDREAS.JOHNSSON","8477341","18-19","TOR","L","L",1994-11-21,23,2013,7,202,73,997.8,869.9,115.1,0.2,9.5,-1,-0.2,0,-0.6,0.1,9.3,-1,-0.6,7.8,1.5,2.7
"Andreas Johnsson","ANDREAS.JOHNSSON","8477341","19-20","TOR","L","L",1994-11-21,24,2013,7,202,43,677.5,567.7,84.6,8.7,0.9,-0.6,1.1,0,0.4,0.5,2,-0.5,1,2.4,0.4,0.8
"Andreas Johnsson","ANDREAS.JOHNSSON","8477341","20-21","N.J","L","L",1994-11-21,25,2013,7,202,50,696.7,595,66.4,19.4,0.7,1.9,0.9,-0.2,0.4,0.2,1.6,1.7,0.5,3.8,0.7,1.3
"Andreas Johnsson","ANDREAS.JOHNSSON","8477341","21-22","N.J","L","L",1994-11-21,26,2013,7,202,71,1019.6,920.3,75.5,6.3,10.2,-3.5,-1.5,0.1,0.4,0.6,8.8,-3.4,1,6.4,1.1,2.1
"Andreas Johnsson","ANDREAS.JOHNSSON","8477341","22-23","S.J","L","L",1994-11-21,27,2013,7,202,11,165.6,145.6,14.8,0.1,-1.1,0.9,0,0,0.2,0,-1.1,0.9,0.2,0,0,0
"Andreas Karlsson","ANDREAS.KARLSSON","8459571","07-08","T.B","C","L",1975-08-19,32,1993,6,148,58,560.1,430.5,16.5,108.6,-0.4,-0.2,-0.5,0.8,0.8,-1.4,-0.9,0.6,-0.6,-0.9,-0.2,-0.3
"Andreas Lilja","ANDREAS.LILJA","8468534","07-08","DET","D","L",1975-07-13,32,2000,2,54,79,1440.4,1198.3,9,226.2,-1.1,4.1,-0.1,0.5,-2.6,-0.2,-1.2,4.6,-2.8,0.6,0.1,0.2
"Andreas Lilja","ANDREAS.LILJA","8468534","08-09","DET","D","L",1975-07-13,33,2000,2,54,59,1004.7,801.8,2.8,196.9,10.8,1.9,0,-0.7,-0.8,0.1,10.8,1.2,-0.7,11.2,2,3.9
"Andreas Lilja","ANDREAS.LILJA","8468534","09-10","DET","D","L",1975-07-13,34,2000,2,54,20,282.8,243.8,0.3,37,-0.3,0.5,0,0.8,0.3,0,-0.3,1.3,0.4,1.4,0.3,0.5
"Andreas Lilja","ANDREAS.LILJA","8468534","10-11","ANA","D","L",1975-07-13,35,2000,2,54,52,906.5,717.8,1.7,181.3,-4.7,-3.1,0,1.1,-0.3,-0.4,-4.7,-2,-0.7,-7.4,-1.3,-2.5
"Andreas Lilja","ANDREAS.LILJA","8468534","11-12","PHI","D","L",1975-07-13,36,2000,2,54,46,629.6,583.8,1,42,-0.8,-2,0,0,-1.6,-0.2,-0.8,-2,-1.8,-4.6,-0.8,-1.5
"Andreas Lilja","ANDREAS.LILJA","8468534","12-13","PHI","D","L",1975-07-13,37,2000,2,54,4,67.1,60.2,0.1,6.7,-0.8,-0.3,0,0.1,0.2,-0.1,-0.8,-0.2,0.1,-0.9,-0.2,-0.3
"Andreas Martinsen","ANDREAS.MARTINSEN","8478561","15-16","COL","L","L",1990-06-13,25,2008,NA,NA,55,610.4,588.9,2.7,1.3,1.4,2.1,0,0,-0.7,0.5,1.4,2.1,-0.2,3.3,0.6,1.2
"Andreas Martinsen","ANDREAS.MARTINSEN","8478561","16-17","COL","L","L",1990-06-13,26,2008,NA,NA,55,529.9,463.9,3.1,58.1,-0.9,0.5,0,1.3,-0.7,-0.4,-0.9,1.8,-1.1,-0.2,0,-0.1
"Andreas Martinsen","ANDREAS.MARTINSEN","8478561","16-17","MTL","L","L",1990-06-13,26,2008,NA,NA,9,107.2,106.8,0.3,0,-1.7,0.4,0,0,0.2,-0.2,-1.7,0.4,0,-1.3,-0.2,-0.5
"Andreas Martinsen","ANDREAS.MARTINSEN","8478561","17-18","CHI","L","L",1990-06-13,27,2008,NA,NA,9,113.8,109,0,3.9,-0.9,0.7,0,0,-1.1,-0.1,-0.9,0.7,-1.2,-1.3,-0.3,-0.5
"Andreas Martinsen","ANDREAS.MARTINSEN","8478561","18-19","CHI","L","L",1990-06-13,28,2008,NA,NA,24,190.4,182.7,0.5,5.6,0.1,-0.9,0,-0.1,-0.7,0.3,0.1,-1,-0.4,-1.2,-0.2,-0.4
"Andreas Nodl","ANDREAS.NODL","8473568","08-09","PHI","R","L",1987-02-28,21,2006,2,39,38,423.5,393.5,9.1,19.3,-6.6,0.1,0,0.7,1.1,-0.4,-6.6,0.8,0.7,-5.1,-0.9,-1.8
"Andreas Nodl","ANDREAS.NODL","8473568","09-10","PHI","R","L",1987-02-28,22,2006,2,39,10,89.2,78.8,0.3,10.1,-0.2,-0.1,0,0.1,0.2,0.1,-0.2,0,0.4,0.2,0,0.1
"Andreas Nodl","ANDREAS.NODL","8473568","10-11","PHI","R","L",1987-02-28,23,2006,2,39,67,889.3,819.9,17.1,38.9,0.8,-1.2,0.2,0.6,0.9,0.2,1,-0.6,1,1.4,0.3,0.5
"Andreas Nodl","ANDREAS.NODL","8473568","11-12","CAR","R","L",1987-02-28,24,2006,2,39,48,579.4,566.8,3.6,7,-4.2,0.1,0,0,0.9,-0.6,-4.3,0.1,0.3,-3.8,-0.7,-1.2
"Andreas Nodl","ANDREAS.NODL","8473568","11-12","PHI","R","L",1987-02-28,24,2006,2,39,12,123.5,98.3,1.5,22.6,-1.8,1,0,-0.5,0.2,0.1,-1.8,0.5,0.2,-1,-0.2,-0.3
"Andreas Nodl","ANDREAS.NODL","8473568","12-13","CAR","R","L",1987-02-28,25,2006,2,39,8,67.8,66,0.1,1.6,-0.3,0.9,0,0,0,-0.2,-0.3,0.9,-0.2,0.4,0.1,0.1
"Andreas Thuresson","ANDREAS.THURESSON","8474154","09-10","NSH","R","R",1987-11-18,21,2007,5,144,22,219.7,208.2,4.5,3.8,-2,-0.8,0,0,0.2,0,-2,-0.8,0.1,-2.7,-0.5,-0.9
"Andrei Kostitsyn","ANDREI.KOSTITSYN","8470603","07-08","MTL","L","L",1985-02-03,22,2003,1,10,78,1221.7,963,233.1,4.8,8.4,0.7,0.9,0,1.8,0.8,9.3,0.7,2.6,12.7,2.3,4.4
"Andrei Kostitsyn","ANDREI.KOSTITSYN","8470603","08-09","MTL","L","L",1985-02-03,23,2003,1,10,74,1153.8,903,224.2,10.9,10.5,-0.2,2.8,-0.1,1,1.6,13.4,-0.3,2.6,15.7,2.8,5.5
"Andrei Kostitsyn","ANDREI.KOSTITSYN","8470603","09-10","MTL","L","L",1985-02-03,24,2003,1,10,59,943.3,798.2,130.4,1,3.9,2.6,0.7,0,0.3,-0.4,4.7,2.6,-0.1,7.1,1.3,2.5
