"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","Opp #","TOI/GP","TOI%","RAPM_C±/60","RAPM_xG±/60","GAR±/60","xGAR±/60"
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","11-12","MIN","R","R",1987-11-18,23,2006,3,72,74,932.97,600,14.39,29.04,0.71,0.021,0.19,0.2
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","12-13","MIN","R","R",1987-11-18,24,2006,3,72,42,498.78,320,14.3,28.9,0.38,0.013,0.15,0.18
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","13-14","NYI","R","R",1987-11-18,25,2006,3,72,73,811.43,641,14.27,28.94,0.69,0.025,0.2,0.2
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","14-15","NYI","R","R",1987-11-18,26,2006,3,72,76,833.27,638,14.09,28.25,0.28,0.009,0.16,0.17
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","15-16","NYI","R","R",1987-11-18,27,2006,3,72,77,748.75,652,13.46,27.26,0.16,0.007,0.16,0.16
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","16-17","NYI","R","R",1987-11-18,28,2006,3,72,66,745.13,603,14.23,28.51,0.52,0.015,0.17,0.19
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","17-18","NYI","R","R",1987-11-18,29,2006,3,72,76,793.45,647,14.03,28.12,0.36,0.014,0.16,0.18
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","18-19","NYI","R","R",1987-11-18,30,2006,3,72,73,769.25,635,14.18,28.34,0.36,0.016,0.17,0.2
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","19-20","NYI","R","R",1987-11-18,31,2006,3,72,37,400.45,465,14.23,28.53,0.64,0.018,0.16,0.18
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","20-21","NYI","R","R",1987-11-18,32,2006,3,72,50,565.3,187,14.2,28.29,0.39,0.004,0.15,0.17
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","21-22","NYI","R","R",1987-11-18,33,2006,3,72,59,691.65,649,14.35,28.63,0.38,0.012,0.18,0.18
"Cal Clutterbuck","CAL.CLUTTERBUCK","8473504","22-23","NYI","R","R",1987-11-18,34,2006,3,72,49,503.32,534,13.96,28.13,0.52,0.019,0.17,0.18
"Cal Foote","CAL.FOOTE","8479984","20-21","T.B","D","R",1998-12-13,21,2017,1,14,35,431.57,170,14.19,28.11,-0.04,-0.001,0.08,0.12
"Cal Foote","CAL.FOOTE","8479984","21-22","T.B","D","R",1998-12-13,22,2017,1,14,56,719.33,599,13.9,27.76,0.11,0.001,0.14,0.14
"Cal Foote","CAL.FOOTE","8479984","22-23","NSH","D","R",1998-12-13,23,2017,1,14,24,343.5,366,14.04,28.23,0.32,0.02,0.19,0.19
"Cal Foote","CAL.FOOTE","8479984","22-23","T.B","D","R",1998-12-13,23,2017,1,14,26,346.93,434,14.02,28.25,0.31,0.005,0.16,0.16
"Cal O'Reilly","CAL.O'REILLY","8471811","08-09","NSH","C","L",1986-09-30,21,2005,5,150,11,122.77,132,13.6,28.88,1.36,0.037,0.23,0.22
"Cal O'Reilly","CAL.O'REILLY","8471811","09-10","NSH","C","L",1986-09-30,22,2005,5,150,31,341.93,428,13.68,28.27,0.52,0.018,0.17,0.18
"Cal O'Reilly","CAL.O'REILLY","8471811","10-11","NSH","C","L",1986-09-30,23,2005,5,150,38,538.73,449,14.31,29.4,0.54,0.014,0.18,0.19
"Cal O'Reilly","CAL.O'REILLY","8471811","11-12","ARI","C","L",1986-09-30,24,2005,5,150,22,245.17,332,13.81,28,0.24,0.001,0.15,0.14
"Cal O'Reilly","CAL.O'REILLY","8471811","11-12","NSH","C","L",1986-09-30,24,2005,5,150,5,53.72,90,14.34,29.14,0.49,0.023,0.18,0.19
"Cal O'Reilly","CAL.O'REILLY","8471811","11-12","PIT","C","L",1986-09-30,24,2005,5,150,6,66.27,108,14.03,28.41,0.03,-0.004,0.19,0.19
"Cal O'Reilly","CAL.O'REILLY","8471811","15-16","BUF","C","L",1986-09-30,28,2005,5,150,20,177.43,243,13.54,27.28,0.12,0.003,0.12,0.13
"Cal O'Reilly","CAL.O'REILLY","8471811","16-17","BUF","C","L",1986-09-30,29,2005,5,150,11,77.15,157,13.42,26.95,0.07,0.002,0.16,0.13
"Cal O'Reilly","CAL.O'REILLY","8471811","17-18","MIN","C","L",1986-09-30,30,2005,5,150,1,7.93,18,14.09,28.7,1.09,0.03,0.11,0.14
"Cale Fleury","CALE.FLEURY","8479985","19-20","MTL","D","R",1998-11-19,20,2017,3,87,41,551.33,497,13.76,27.68,0.27,0.014,0.16,0.16
"Cale Fleury","CALE.FLEURY","8479985","21-22","SEA","D","R",1998-11-19,22,2017,3,87,9,126.98,145,14.02,28.1,0.82,0.037,0.19,0.23
"Cale Fleury","CALE.FLEURY","8479985","22-23","SEA","D","R",1998-11-19,23,2017,3,87,12,155.03,216,13.75,27.56,0.82,0.032,0.16,0.18
"Cale Makar","CALE.MAKAR","8480069","19-20","COL","D","R",1998-10-30,20,2017,1,4,57,954.6,610,14.51,29.08,0.59,0.024,0.19,0.21
"Cale Makar","CALE.MAKAR","8480069","20-21","COL","D","R",1998-10-30,21,2017,1,4,44,823.45,174,14.5,29.11,0,-0.002,0.16,0.19
"Cale Makar","CALE.MAKAR","8480069","21-22","COL","D","R",1998-10-30,22,2017,1,4,77,1519.98,663,14.65,29.22,0.54,0.025,0.2,0.21
"Cale Makar","CALE.MAKAR","8480069","22-23","COL","D","R",1998-10-30,23,2017,1,4,60,1132.57,616,14.51,29.23,0.55,0.029,0.22,0.22
"Caleb Jones","CALEB.JONES","8478452","18-19","EDM","D","L",1997-06-06,21,2015,4,117,17,299.57,242,14.3,28.67,0.4,0.008,0.18,0.18
"Caleb Jones","CALEB.JONES","8478452","19-20","EDM","D","L",1997-06-06,22,2015,4,117,43,596.23,451,14.03,28.12,0.7,0.028,0.19,0.19
"Caleb Jones","CALEB.JONES","8478452","20-21","EDM","D","L",1997-06-06,23,2015,4,117,33,426.5,146,14.03,28.22,0.28,0.016,0.17,0.15
"Caleb Jones","CALEB.JONES","8478452","21-22","CHI","D","L",1997-06-06,24,2015,4,117,51,804.65,578,14.39,28.7,0.6,0.015,0.19,0.2
"Caleb Jones","CALEB.JONES","8478452","22-23","CHI","D","L",1997-06-06,25,2015,4,117,73,1232.62,669,14.03,28.26,0.45,0.019,0.17,0.19
"Calen Addison","CALEN.ADDISON","8480884","20-21","MIN","D","R",2000-04-11,20,2018,2,53,3,45.65,39,14.19,28.23,-0.39,-0.04,0.06,0.04
"Calen Addison","CALEN.ADDISON","8480884","21-22","MIN","D","R",2000-04-11,21,2018,2,53,15,178.78,242,13.97,27.96,-0.01,-0.01,0.14,0.15
"Calen Addison","CALEN.ADDISON","8480884","22-23","MIN","D","R",2000-04-11,22,2018,2,53,62,766.02,651,13.76,27.73,-0.16,-0.014,0.12,0.13
"Callahan Burke","CALLAHAN.BURKE","8482250","22-23","COL","C","R",1997-03-19,25,2015,NA,NA,2,17.02,36,13.72,27.88,0.47,0.039,0.37,0.33
"Calle Jarnkrok","CALLE.JARNKROK","8475714","13-14","NSH","C","R",1991-09-25,21,2010,2,51,12,150.82,185,14.26,28.7,0.48,0.015,0.17,0.2
"Calle Jarnkrok","CALLE.JARNKROK","8475714","14-15","NSH","C","R",1991-09-25,22,2010,2,51,74,817.18,627,14.15,28.42,0.33,0.015,0.17,0.19
"Calle Jarnkrok","CALLE.JARNKROK","8475714","15-16","NSH","C","R",1991-09-25,23,2010,2,51,81,1059.53,646,14.32,29.01,0.52,0.017,0.19,0.19
"Calle Jarnkrok","CALLE.JARNKROK","8475714","16-17","NSH","C","R",1991-09-25,24,2010,2,51,81,1036.13,641,14.25,28.59,0.36,0.015,0.16,0.18
"Calle Jarnkrok","CALLE.JARNKROK","8475714","17-18","NSH","C","R",1991-09-25,25,2010,2,51,68,863.88,609,14.22,28.58,0.51,0.017,0.18,0.19
"Calle Jarnkrok","CALLE.JARNKROK","8475714","18-19","NSH","C","R",1991-09-25,26,2010,2,51,79,984.13,658,14.28,28.59,0.33,0.016,0.15,0.18
"Calle Jarnkrok","CALLE.JARNKROK","8475714","19-20","NSH","C","R",1991-09-25,27,2010,2,51,64,786.62,614,14.33,28.78,0.55,0.019,0.17,0.18
"Calle Jarnkrok","CALLE.JARNKROK","8475714","20-21","NSH","C","R",1991-09-25,28,2010,2,51,49,632.87,176,14.49,28.85,0.43,0.019,0.15,0.18
"Calle Jarnkrok","CALLE.JARNKROK","8475714","21-22","CGY","C","R",1991-09-25,29,2010,2,51,17,195.48,263,14.24,28.39,0.08,0,0.14,0.16
"Calle Jarnkrok","CALLE.JARNKROK","8475714","21-22","SEA","C","R",1991-09-25,29,2010,2,51,49,629.43,577,14.63,29.23,0.56,0.024,0.22,0.22
"Calle Jarnkrok","CALLE.JARNKROK","8475714","22-23","TOR","C","R",1991-09-25,30,2010,2,51,73,825.3,656,14.37,29.03,0.7,0.031,0.19,0.2
"Calle Rosen","CALLE.ROSEN","8480157","17-18","TOR","D","L",1994-02-02,23,2012,NA,NA,4,49.22,72,13.44,27.25,-1.09,-0.035,0.15,0.1
"Calle Rosen","CALLE.ROSEN","8480157","18-19","TOR","D","L",1994-02-02,24,2012,NA,NA,4,63.18,72,14,28.03,1.46,0.08,0.3,0.31
"Calle Rosen","CALLE.ROSEN","8480157","19-20","COL","D","L",1994-02-02,25,2012,NA,NA,8,106.22,128,14.07,28.12,-0.06,-0.017,0.11,0.12
"Calle Rosen","CALLE.ROSEN","8480157","19-20","TOR","D","L",1994-02-02,25,2012,NA,NA,4,47.98,72,13.55,27.22,-0.23,-0.029,0.06,0.11
"Calle Rosen","CALLE.ROSEN","8480157","21-22","STL","D","L",1994-02-02,27,2012,NA,NA,18,247.9,254,14.05,28.06,0.25,0.002,0.12,0.15
"Calle Rosen","CALLE.ROSEN","8480157","22-23","STL","D","L",1994-02-02,28,2012,NA,NA,49,707.73,563,13.85,27.98,0.41,0.019,0.15,0.16
"Calvin De Haan","CALVIN.DE HAAN","8475177","11-12","NYI","D","L",1991-05-09,20,2009,1,12,1,10.85,18,13.97,28.36,0.76,0.008,0.26,0.19
"Calvin De Haan","CALVIN.DE HAAN","8475177","13-14","NYI","D","L",1991-05-09,22,2009,1,12,51,915.97,569,14.46,29.27,0.88,0.035,0.21,0.22
"Calvin De Haan","CALVIN.DE HAAN","8475177","14-15","NYI","D","L",1991-05-09,23,2009,1,12,65,1099.05,611,14.45,29,0.65,0.024,0.18,0.2
"Calvin De Haan","CALVIN.DE HAAN","8475177","15-16","NYI","D","L",1991-05-09,24,2009,1,12,72,1287.38,633,14.28,28.9,0.54,0.022,0.19,0.2
"Calvin De Haan","CALVIN.DE HAAN","8475177","16-17","NYI","D","L",1991-05-09,25,2009,1,12,82,1407.02,642,14.25,28.55,0.64,0.022,0.18,0.2
"Calvin De Haan","CALVIN.DE HAAN","8475177","17-18","NYI","D","L",1991-05-09,26,2009,1,12,33,530.35,436,14.39,28.89,0.58,0.021,0.19,0.2
"Calvin De Haan","CALVIN.DE HAAN","8475177","18-19","CAR","D","L",1991-05-09,27,2009,1,12,74,1200.32,650,14.22,28.44,0.22,0.011,0.16,0.19
"Calvin De Haan","CALVIN.DE HAAN","8475177","19-20","CHI","D","L",1991-05-09,28,2009,1,12,29,490.38,410,14.21,28.59,0.9,0.033,0.19,0.19
"Calvin De Haan","CALVIN.DE HAAN","8475177","20-21","CHI","D","L",1991-05-09,29,2009,1,12,44,715.77,170,14.44,28.74,0.53,0.026,0.15,0.18
"Calvin De Haan","CALVIN.DE HAAN","8475177","21-22","CHI","D","L",1991-05-09,30,2009,1,12,69,1176.27,661,14.58,29.14,0.62,0.021,0.22,0.22
"Calvin De Haan","CALVIN.DE HAAN","8475177","22-23","CAR","D","L",1991-05-09,31,2009,1,12,53,684.83,616,13.71,27.59,0.13,0.007,0.14,0.15
"Calvin Thurkauf","CALVIN.THURKAUF","8479557","19-20","CBJ","C","L",1997-06-27,22,2016,7,185,3,24.77,53,14.13,28.42,0.22,0.016,0.21,0.15
"Cam Atkinson","CAM.ATKINSON","8474715","11-12","CBJ","R","R",1989-06-05,22,2008,6,157,27,333.32,310,14.56,29.36,1.05,0.032,0.19,0.22
"Cam Atkinson","CAM.ATKINSON","8474715","12-13","CBJ","R","R",1989-06-05,23,2008,6,157,35,470.53,300,14.57,29.34,0.62,0.027,0.19,0.21
"Cam Atkinson","CAM.ATKINSON","8474715","13-14","CBJ","R","R",1989-06-05,24,2008,6,157,79,1036.52,649,14.33,29.03,0.48,0.016,0.18,0.18
"Cam Atkinson","CAM.ATKINSON","8474715","14-15","CBJ","R","R",1989-06-05,25,2008,6,157,78,1040.18,633,14.57,29.2,0.6,0.024,0.18,0.21
"Cam Atkinson","CAM.ATKINSON","8474715","15-16","CBJ","R","R",1989-06-05,26,2008,6,157,81,1063.88,646,14.5,29.3,0.73,0.029,0.2,0.22
"Cam Atkinson","CAM.ATKINSON","8474715","16-17","CBJ","R","R",1989-06-05,27,2008,6,157,82,1097.65,625,14.62,29.33,0.69,0.028,0.2,0.22
"Cam Atkinson","CAM.ATKINSON","8474715","17-18","CBJ","R","R",1989-06-05,28,2008,6,157,65,927.17,614,14.6,29.26,0.68,0.025,0.18,0.21
"Cam Atkinson","CAM.ATKINSON","8474715","18-19","CBJ","R","R",1989-06-05,29,2008,6,157,80,1185.87,670,14.73,29.47,0.54,0.029,0.2,0.22
"Cam Atkinson","CAM.ATKINSON","8474715","19-20","CBJ","R","R",1989-06-05,30,2008,6,157,44,590.33,492,14.67,29.46,0.66,0.019,0.18,0.19
"Cam Atkinson","CAM.ATKINSON","8474715","20-21","CBJ","R","R",1989-06-05,31,2008,6,157,56,802.05,185,14.45,28.96,0.69,0.031,0.14,0.19
"Cam Atkinson","CAM.ATKINSON","8474715","21-22","PHI","R","R",1989-06-05,32,2008,6,157,73,964.18,680,14.7,29.32,0.72,0.03,0.21,0.22
"Cam Barker","CAM.BARKER","8471216","07-08","CHI","D","L",1986-04-04,21,2004,1,3,45,605.45,389,13.23,28.56,0.54,0.019,0.19,0.2
"Cam Barker","CAM.BARKER","8471216","08-09","CHI","D","L",1986-04-04,22,2004,1,3,68,920.32,559,13.52,28.81,0.58,0.016,0.19,0.18
"Cam Barker","CAM.BARKER","8471216","09-10","CHI","D","L",1986-04-04,23,2004,1,3,51,560.78,512,13.43,27.79,0.04,0,0.14,0.14
"Cam Barker","CAM.BARKER","8471216","09-10","MIN","D","L",1986-04-04,23,2004,1,3,19,327.2,230,14.02,29.11,0.25,0.009,0.19,0.18
"Cam Barker","CAM.BARKER","8471216","10-11","MIN","D","L",1986-04-04,24,2004,1,3,52,731.45,496,13.98,28.74,0.41,0.013,0.17,0.18
"Cam Barker","CAM.BARKER","8471216","11-12","EDM","D","L",1986-04-04,25,2004,1,3,25,386.45,320,14.08,28.5,0.59,0.017,0.2,0.2
"Cam Barker","CAM.BARKER","8471216","12-13","VAN","D","L",1986-04-04,26,2004,1,3,14,188.9,198,13.92,28.12,-0.18,-0.01,0.13,0.14
"Cam Dineen","CAM.DINEEN","8479341","21-22","ARI","D","L",1998-06-19,23,2016,3,68,34,481.67,419,14.35,28.56,0,0.005,0.19,0.18
"Cam Fowler","CAM.FOWLER","8475764","10-11","ANA","D","L",1991-12-05,18,2010,1,12,76,1367.48,597,14.14,29.06,0.56,0.017,0.19,0.19
"Cam Fowler","CAM.FOWLER","8475764","11-12","ANA","D","L",1991-12-05,19,2010,1,12,82,1526.78,617,14.62,29.52,0.7,0.026,0.2,0.2
"Cam Fowler","CAM.FOWLER","8475764","12-13","ANA","D","L",1991-12-05,20,2010,1,12,37,638.28,305,14.16,28.63,0.23,0.012,0.15,0.16
"Cam Fowler","CAM.FOWLER","8475764","13-14","ANA","D","L",1991-12-05,21,2010,1,12,70,1207.22,629,14.63,29.62,1.08,0.037,0.22,0.22
"Cam Fowler","CAM.FOWLER","8475764","14-15","ANA","D","L",1991-12-05,22,2010,1,12,80,1334.87,642,14.41,28.86,0.49,0.017,0.16,0.19
"Cam Fowler","CAM.FOWLER","8475764","15-16","ANA","D","L",1991-12-05,23,2010,1,12,69,1183.65,613,14.22,28.78,0.5,0.019,0.18,0.2
"Cam Fowler","CAM.FOWLER","8475764","16-17","ANA","D","L",1991-12-05,24,2010,1,12,80,1479.62,632,14.45,28.99,0.47,0.019,0.18,0.2
"Cam Fowler","CAM.FOWLER","8475764","17-18","ANA","D","L",1991-12-05,25,2010,1,12,67,1288.17,608,14.41,28.94,0.53,0.018,0.18,0.19
"Cam Fowler","CAM.FOWLER","8475764","18-19","ANA","D","L",1991-12-05,26,2010,1,12,59,1120.07,583,14.41,28.83,0.33,0.016,0.16,0.18
"Cam Fowler","CAM.FOWLER","8475764","19-20","ANA","D","L",1991-12-05,27,2010,1,12,59,1069.68,612,14.31,28.72,0.57,0.018,0.18,0.19
"Cam Fowler","CAM.FOWLER","8475764","20-21","ANA","D","L",1991-12-05,28,2010,1,12,56,984.65,181,14.35,29,0.53,0.027,0.2,0.23
"Cam Fowler","CAM.FOWLER","8475764","21-22","ANA","D","L",1991-12-05,29,2010,1,12,76,1438.97,696,14.63,29.19,0.68,0.029,0.22,0.22
"Cam Fowler","CAM.FOWLER","8475764","22-23","ANA","D","L",1991-12-05,30,2010,1,12,82,1572.73,677,14.44,29.11,0.74,0.031,0.21,0.22
"Cam Janssen","CAM.JANSSEN","8470123","07-08","STL","R","R",1984-04-15,23,2002,4,117,12,84.85,161,12.23,26.56,0.34,0.006,0.09,0.16
"Cam Janssen","CAM.JANSSEN","8470123","08-09","STL","R","R",1984-04-15,24,2002,4,117,56,278,511,12.63,26.95,0.09,-0.007,0.13,0.12
"Cam Janssen","CAM.JANSSEN","8470123","09-10","STL","R","R",1984-04-15,25,2002,4,117,43,201.63,466,12.84,26.53,0.1,0.006,0.16,0.14
"Cam Janssen","CAM.JANSSEN","8470123","10-11","STL","R","R",1984-04-15,26,2002,4,117,54,261.73,504,12.99,26.67,-0.29,-0.012,0.13,0.12
"Cam Janssen","CAM.JANSSEN","8470123","11-12","N.J","R","R",1984-04-15,27,2002,4,117,48,222.43,483,13.14,26.53,-0.32,-0.014,0.1,0.1
"Cam Janssen","CAM.JANSSEN","8470123","12-13","N.J","R","R",1984-04-15,28,2002,4,117,4,15.88,69,12.32,25.45,-0.82,-0.005,0.05,0.09
"Cam Janssen","CAM.JANSSEN","8470123","13-14","N.J","R","R",1984-04-15,29,2002,4,117,24,117.28,349,13.3,26.98,-0.14,0.001,0.12,0.12
"Cam Paddock","CAM.PADDOCK","8469733","08-09","STL","C","R",1983-03-22,25,2002,5,137,16,133.42,236,12.75,27.24,0.28,-0.001,0.15,0.14
"Cam York","CAM.YORK","8481546","20-21","PHI","D","L",2001-01-05,19,2019,1,14,3,51.87,38,13.9,27.79,1,0.05,0.18,0.29
"Cam York","CAM.YORK","8481546","21-22","PHI","D","L",2001-01-05,20,2019,1,14,30,469,417,14.31,28.53,0.13,0.005,0.17,0.17
"Cam York","CAM.YORK","8481546","22-23","PHI","D","L",2001-01-05,21,2019,1,14,54,928.4,617,14.21,28.6,0.44,0.017,0.18,0.18
"Cameron Gaunce","CAMERON.GAUNCE","8474611","10-11","COL","D","L",1990-03-19,20,2008,2,50,11,122.05,137,13.57,27.85,0,0.011,0.17,0.16
"Cameron Gaunce","CAMERON.GAUNCE","8474611","13-14","DAL","D","L",1990-03-19,23,2008,2,50,9,114.32,147,13.52,27.51,0.88,0.037,0.18,0.19
"Cameron Gaunce","CAMERON.GAUNCE","8474611","16-17","PIT","D","L",1990-03-19,26,2008,2,50,12,137.83,201,13.91,27.73,0.35,0.015,0.14,0.15
"Cameron Gaunce","CAMERON.GAUNCE","8474611","18-19","T.B","D","L",1990-03-19,28,2008,2,50,2,28.58,36,13.94,27.57,0.08,0.001,0.13,0.19
"Cameron Gaunce","CAMERON.GAUNCE","8474611","19-20","T.B","D","L",1990-03-19,29,2008,2,50,3,34.08,54,13.48,27.14,0.39,0.003,0.1,0.1
"Cameron Hillis","CAMERON.HILLIS","8480858","21-22","MTL","C","R",2000-06-24,21,2018,3,66,1,9.23,18,14.3,28.93,2.55,0.124,0.39,0.42
"Cameron Hughes","CAMERON.HUGHES","8478888","19-20","BOS","C","L",1996-10-09,22,2015,6,165,1,9.3,18,14.79,29.36,0.09,0.051,0.37,0.28
"Cameron Hughes","CAMERON.HUGHES","8478888","20-21","BOS","C","L",1996-10-09,23,2015,6,165,1,14.6,18,14.09,28.24,0.69,0.024,0.2,0.3
"Cameron Schilling","CAMERON.SCHILLING","8476799","12-13","WSH","D","L",1988-10-07,23,2007,NA,NA,1,11.9,18,13.62,27.79,0.84,-0.021,0.04,0.05
"Cameron Schilling","CAMERON.SCHILLING","8476799","13-14","WSH","D","L",1988-10-07,24,2007,NA,NA,1,17.7,18,14.24,28.38,2.41,0.076,0.36,0.34
"Cameron Schilling","CAMERON.SCHILLING","8476799","14-15","WSH","D","L",1988-10-07,25,2007,NA,NA,4,45.42,70,13.95,27.98,0.22,0.006,0.13,0.16
"Cameron Schilling","CAMERON.SCHILLING","8476799","18-19","WPG","D","L",1988-10-07,29,2007,NA,NA,4,45.82,71,14.2,28.37,-0.32,-0.014,0.1,0.14
"Carl Dahlstrom","CARL.DAHLSTROM","8477472","17-18","CHI","D","L",1995-01-28,22,2013,2,51,11,175.53,166,14.08,28.26,0.01,-0.004,0.16,0.19
"Carl Dahlstrom","CARL.DAHLSTROM","8477472","18-19","CHI","D","L",1995-01-28,23,2013,2,51,38,621.63,502,14.67,29.39,0.48,0.023,0.19,0.21
"Carl Dahlstrom","CARL.DAHLSTROM","8477472","19-20","WPG","D","L",1995-01-28,24,2013,2,51,15,205.32,223,14.26,28.32,0.2,0.017,0.16,0.16
"Carl Dahlstrom","CARL.DAHLSTROM","8477472","21-22","TOR","D","L",1995-01-28,26,2013,2,51,3,38.3,54,14.4,28.58,-0.33,-0.002,0.15,0.17
"Carl Grundstrom","CARL.GRUNDSTROM","8479336","18-19","L.A","R","L",1997-12-01,20,2016,2,57,15,192.45,211,14.17,28.45,0.16,-0.003,0.17,0.17
"Carl Grundstrom","CARL.GRUNDSTROM","8479336","19-20","L.A","R","L",1997-12-01,21,2016,2,57,13,155.43,216,14.26,28.71,0.1,0.007,0.16,0.16
"Carl Grundstrom","CARL.GRUNDSTROM","8479336","20-21","L.A","R","L",1997-12-01,22,2016,2,57,47,534.77,181,13.82,27.88,0.52,0.023,0.16,0.2
"Carl Grundstrom","CARL.GRUNDSTROM","8479336","21-22","L.A","R","L",1997-12-01,23,2016,2,57,54,566.38,557,13.83,27.61,0.18,0.009,0.15,0.15
"Carl Grundstrom","CARL.GRUNDSTROM","8479336","22-23","L.A","R","L",1997-12-01,24,2016,2,57,57,570.32,616,13.76,27.76,0.15,0.005,0.15,0.16
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","09-10","TOR","D","L",1986-11-09,22,2007,7,194,43,719.65,427,14.01,29,0.34,0.015,0.19,0.2
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","10-11","TOR","D","L",1986-11-09,23,2007,7,194,68,961.23,576,13.91,28.59,0.47,0.014,0.17,0.18
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","11-12","TOR","D","L",1986-11-09,24,2007,7,194,76,1333.72,598,14.64,29.61,0.62,0.023,0.2,0.22
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","12-13","TOR","D","L",1986-11-09,25,2007,7,194,37,653.57,309,14.63,29.72,0.88,0.036,0.21,0.23
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","13-14","TOR","D","L",1986-11-09,26,2007,7,194,80,1282.77,658,14.82,30.08,1.06,0.037,0.23,0.24
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","14-15","STL","D","L",1986-11-09,27,2007,7,194,61,1001.48,581,14.41,28.93,0.43,0.011,0.16,0.19
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","15-16","STL","D","L",1986-11-09,28,2007,7,194,72,1086.7,591,14.19,28.76,0.43,0.018,0.18,0.18
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","16-17","STL","D","L",1986-11-09,29,2007,7,194,56,711.15,554,14.06,28.22,0.3,0.014,0.17,0.18
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","17-18","STL","D","L",1986-11-09,30,2007,7,194,63,926,630,14.27,28.75,0.54,0.025,0.19,0.2
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","18-19","STL","D","L",1986-11-09,31,2007,7,194,25,352.07,372,14.41,28.79,0.33,0.012,0.15,0.18
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","19-20","STL","D","L",1986-11-09,32,2007,7,194,36,493.48,396,14.27,28.61,0.48,0.031,0.18,0.19
"Carl Gunnarsson","CARL.GUNNARSSON","8474125","20-21","STL","D","L",1986-11-09,33,2007,7,194,12,140.98,85,13.81,27.98,-0.41,-0.01,0.06,0.1
"Carl Hagelin","CARL.HAGELIN","8474176","11-12","NYR","L","L",1988-08-23,23,2007,6,168,64,897.4,507,14.53,29.36,0.64,0.024,0.21,0.23
"Carl Hagelin","CARL.HAGELIN","8474176","12-13","NYR","L","L",1988-08-23,24,2007,6,168,48,734.65,336,14.5,29.54,0.53,0.023,0.17,0.2
"Carl Hagelin","CARL.HAGELIN","8474176","13-14","NYR","L","L",1988-08-23,25,2007,6,168,72,974.77,610,14.44,29.26,0.56,0.02,0.19,0.2
"Carl Hagelin","CARL.HAGELIN","8474176","14-15","NYR","L","L",1988-08-23,26,2007,6,168,82,1063.27,641,14.26,28.59,0.33,0.017,0.16,0.19
"Carl Hagelin","CARL.HAGELIN","8474176","15-16","ANA","L","L",1988-08-23,27,2007,6,168,43,568.73,494,14.54,29.44,0.59,0.021,0.2,0.21
"Carl Hagelin","CARL.HAGELIN","8474176","15-16","PIT","L","L",1988-08-23,27,2007,6,168,37,518.83,401,14.23,28.71,0.55,0.018,0.19,0.21
"Carl Hagelin","CARL.HAGELIN","8474176","16-17","PIT","L","L",1988-08-23,28,2007,6,168,61,791.58,574,14.33,28.72,0.58,0.025,0.18,0.2
"Carl Hagelin","CARL.HAGELIN","8474176","17-18","PIT","L","L",1988-08-23,29,2007,6,168,81,1068.42,640,14.41,28.9,0.39,0.013,0.18,0.19
"Carl Hagelin","CARL.HAGELIN","8474176","18-19","L.A","L","L",1988-08-23,30,2007,6,168,22,276.15,325,14.2,28.51,0.17,0.005,0.17,0.18
"Carl Hagelin","CARL.HAGELIN","8474176","18-19","PIT","L","L",1988-08-23,30,2007,6,168,16,207.7,193,14.43,28.97,0.37,0.005,0.16,0.16
"Carl Hagelin","CARL.HAGELIN","8474176","18-19","WSH","L","L",1988-08-23,30,2007,6,168,20,244.97,225,13.98,27.99,0.18,0.016,0.17,0.19
"Carl Hagelin","CARL.HAGELIN","8474176","19-20","WSH","L","L",1988-08-23,31,2007,6,168,58,649.35,585,14.08,28.24,0.45,0.015,0.17,0.17
"Carl Hagelin","CARL.HAGELIN","8474176","20-21","WSH","L","L",1988-08-23,32,2007,6,168,56,625.65,181,14.5,28.76,0.63,0.024,0.16,0.19
"Carl Hagelin","CARL.HAGELIN","8474176","21-22","WSH","L","L",1988-08-23,33,2007,6,168,53,641.72,606,14.56,29.05,0.41,0.015,0.19,0.19
"Carl Klingberg","CARL.KLINGBERG","8475159","10-11","ATL","L","R",1991-01-28,19,2009,2,34,1,10.37,18,12.14,25.53,-0.25,-0.019,0.09,0.05
