"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft_Yr","Draft_Rd","Draft_Ov","GP","TOI_EV","TOI_PP","EV_iFF","PP_iFF","EV_Sh%","PP_Sh%","All_Sh%","EV_Sh_Goals","PP_Sh_Goals","All_Sh_Goals"
"Dion Phaneuf","DION.PHANEUF","8470602","10-11","TOR","D","L",1985-04-10,25,2003,1,9,66,1252.3,256.7,190,86,0,-0.014,-0.004,0,-1.23,-1.24
"Dion Phaneuf","DION.PHANEUF","8470602","11-12","TOR","D","L",1985-04-10,26,2003,1,9,82,1539.3,288.6,192,91,-0.002,0.027,0.008,-0.36,2.5,2.14
"Dion Phaneuf","DION.PHANEUF","8470602","12-13","TOR","D","L",1985-04-10,27,2003,1,9,48,868.2,159.8,80,41,0.073,-0.02,0.042,5.88,-0.84,5.04
"Dion Phaneuf","DION.PHANEUF","8470602","13-14","TOR","D","L",1985-04-10,28,2003,1,9,80,1355.2,258,155,48,0.002,-0.01,0,0.38,-0.47,-0.09
"Dion Phaneuf","DION.PHANEUF","8470602","14-15","TOR","D","L",1985-04-10,29,2003,1,9,70,1186,242.7,132,76,-0.03,-0.026,-0.029,-4,-1.96,-5.96
"Dion Phaneuf","DION.PHANEUF","8470602","15-16","OTT/TOR","D","L",1985-04-10,30,2003,1,9,71,1218.9,200.5,157,58,-0.01,-0.048,-0.02,-1.59,-2.76,-4.36
"Dion Phaneuf","DION.PHANEUF","8470602","16-17","OTT","D","L",1985-04-10,31,2003,1,9,81,1425.8,204.9,162,44,-0.008,0.023,-0.002,-1.36,1.02,-0.33
"Dion Phaneuf","DION.PHANEUF","8470602","17-18","L.A/OTT","D","L",1985-04-10,32,2003,1,9,79,1280.7,155.7,136,44,-0.017,0.049,-0.001,-2.3,2.17,-0.13
"Dion Phaneuf","DION.PHANEUF","8470602","18-19","L.A","D","L",1985-04-10,33,2003,1,9,67,903.5,42.6,107,12,-0.022,-0.045,-0.025,-2.39,-0.54,-2.93
"Dj King","DJ.KING","8470294","07-08","STL","L","L",1984-06-27,23,2002,6,190,61,335.1,4.3,36,0,0.028,0,0.028,1.01,0,1.01
"Dj King","DJ.KING","8470294","08-09","STL","L","L",1984-06-27,24,2002,6,190,1,8.3,0,1,0,-0.008,0,-0.008,-0.01,0,-0.01
"Dj King","DJ.KING","8470294","09-10","STL","L","L",1984-06-27,25,2002,6,190,12,53.9,0,5,0,-0.016,0,-0.016,-0.08,0,-0.08
"Dj King","DJ.KING","8470294","10-11","WSH","L","L",1984-06-27,26,2002,6,190,16,90,0,6,0,-0.017,0,-0.017,-0.1,0,-0.1
"Dj King","DJ.KING","8470294","11-12","WSH","L","L",1984-06-27,27,2002,6,190,1,7,0,1,0,-0.009,0,-0.009,-0.01,0,-0.01
"Dmitri Kalinin","DMITRI.KALININ","8467354","07-08","BUF","D","L",1980-07-22,27,1998,1,18,46,642.5,95,60,21,-0.038,-0.014,-0.032,-2.3,-0.3,-2.61
"Dmitri Kalinin","DMITRI.KALININ","8467354","08-09","ARI/NYR","D","L",1980-07-22,28,1998,1,18,72,1069,77.9,83,21,-0.018,-0.003,-0.015,-1.51,-0.06,-1.57
"Dmitri Samorukov","DMITRI.SAMORUKOV","8480041","21-22","EDM","D","L",1999-06-16,22,2017,3,84,1,2.5,0,0,0,0,0,0,0,0,0
"Dmitri Samorukov","DMITRI.SAMORUKOV","8480041","22-23","STL","D","L",1999-06-16,23,2017,3,84,2,29.6,0,2,0,0.002,0,0.002,0,0,0
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","12-13","STL","R","L",1993-03-23,19,2011,2,41,2,15,0,2,0,-0.011,0,-0.011,-0.02,0,-0.02
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","13-14","STL","R","L",1993-03-23,20,2011,2,41,18,179.2,10.1,24,0,-0.006,0,-0.006,-0.15,0,-0.15
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","14-15","STL","R","L",1993-03-23,21,2011,2,41,54,664.1,57.4,133,22,0.018,0.034,0.021,2.44,0.74,3.18
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","15-16","STL","R","L",1993-03-23,22,2011,2,41,65,747.7,16.9,121,0,-0.034,0,-0.034,-4.07,0,-4.07
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","16-17","STL","R","L",1993-03-23,23,2011,2,41,51,564.5,19.7,74,9,-0.042,-0.054,-0.044,-3.13,-0.49,-3.62
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","17-18","STL","R","L",1993-03-23,24,2011,2,41,76,901.8,35.8,167,3,-0.027,-0.028,-0.027,-4.56,-0.08,-4.64
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","18-19","WSH","R","L",1993-03-23,25,2011,2,41,37,363.2,0.7,73,0,-0.037,0,-0.037,-2.68,0,-2.68
"Dmitrij Jaskin","DMITRIJ.JASKIN","8476436","21-22","ARI","R","L",1993-03-23,28,2011,2,41,12,158.5,16.7,29,4,-0.063,-0.03,-0.059,-1.82,-0.12,-1.94
"Dmitry Korobov","DMITRY.KOROBOV","8477082","13-14","T.B","D","L",1989-03-12,24,2007,NA,NA,3,31.4,0,0,0,0,0,0,0,0,0
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","09-10","FLA","D","L",1990-10-29,18,2009,1,14,68,992,187.6,85,38,-0.007,-0.026,-0.013,-0.59,-0.97,-1.56
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","10-11","FLA","D","L",1990-10-29,19,2009,1,14,72,1163.9,186.7,96,28,0.033,-0.021,0.02,3.14,-0.6,2.54
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","11-12","FLA","D","L",1990-10-29,20,2009,1,14,58,1034.4,164.9,113,50,-0.01,-0.014,-0.011,-1.14,-0.71,-1.85
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","12-13","FLA","D","L",1990-10-29,21,2009,1,14,34,586,80.9,51,23,-0.011,0.015,-0.003,-0.54,0.34,-0.2
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","13-14","FLA","D","L",1990-10-29,22,2009,1,14,81,1392.9,191.7,122,49,0.014,-0.011,0.007,1.69,-0.52,1.17
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","14-15","FLA","D","L",1990-10-29,23,2009,1,14,73,1241.5,107.4,91,23,-0.013,-0.019,-0.014,-1.15,-0.43,-1.58
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","15-16","FLA","D","L",1990-10-29,24,2009,1,14,74,1249.9,101.3,115,17,-0.024,-0.054,-0.028,-2.8,-0.91,-3.71
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","16-17","BUF","D","L",1990-10-29,25,2009,1,14,47,894.3,41.3,55,11,-0.011,0.041,-0.002,-0.61,0.45,-0.15
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","17-18","WPG","D","L",1990-10-29,26,2009,1,14,62,886,3.8,73,0,0.012,0,0.012,0.88,0,0.88
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","18-19","WPG","D","L",1990-10-29,27,2009,1,14,57,821.4,2.8,63,0,-0.034,0,-0.034,-2.15,0,-2.15
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","19-20","WPG","D","L",1990-10-29,28,2009,1,14,51,935.2,6.5,83,1,-0.004,0.005,-0.004,-0.37,0,-0.36
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","20-21","EDM/N.J","D","L",1990-10-29,29,2009,1,14,48,795,2.8,71,0,-0.032,0,-0.032,-2.27,0,-2.27
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","21-22","MIN","D","L",1990-10-29,30,2009,1,14,80,1263.1,11.5,101,0,0.028,0,0.028,2.85,0,2.85
"Dmitry Kulikov","DMITRY.KULIKOV","8475179","22-23","ANA/PIT","D","L",1990-10-29,31,2009,1,14,67,1089.3,3.8,96,0,-0.001,0,-0.001,-0.13,0,-0.13
"Dmitry Orlov","DMITRY.ORLOV","8475200","11-12","WSH","D","L",1991-07-23,20,2009,2,55,60,922.8,44.5,65,10,0.015,-0.029,0.009,0.95,-0.29,0.66
"Dmitry Orlov","DMITRY.ORLOV","8475200","12-13","WSH","D","L",1991-07-23,21,2009,2,55,5,69.4,4.1,3,0,-0.003,0,-0.003,-0.01,0,-0.01
"Dmitry Orlov","DMITRY.ORLOV","8475200","13-14","WSH","D","L",1991-07-23,22,2009,2,55,54,1015.7,12.5,83,2,0.009,-0.002,0.009,0.74,0,0.74
"Dmitry Orlov","DMITRY.ORLOV","8475200","15-16","WSH","D","L",1991-07-23,24,2009,2,55,82,1246.3,41.9,120,6,0.055,-0.016,0.051,6.54,-0.1,6.44
"Dmitry Orlov","DMITRY.ORLOV","8475200","16-17","WSH","D","L",1991-07-23,25,2009,2,55,82,1481.3,93.4,150,16,0.006,0.016,0.007,0.94,0.26,1.2
"Dmitry Orlov","DMITRY.ORLOV","8475200","17-18","WSH","D","L",1991-07-23,26,2009,2,55,82,1617.8,94.4,142,21,0.054,-0.046,0.041,7.66,-0.98,6.69
"Dmitry Orlov","DMITRY.ORLOV","8475200","18-19","WSH","D","L",1991-07-23,27,2009,2,55,82,1566.9,66,139,4,-0.014,-0.012,-0.013,-1.88,-0.05,-1.93
"Dmitry Orlov","DMITRY.ORLOV","8475200","19-20","WSH","D","L",1991-07-23,28,2009,2,55,69,1339.3,96.3,142,9,-0.013,0.038,-0.01,-1.83,0.34,-1.49
"Dmitry Orlov","DMITRY.ORLOV","8475200","20-21","WSH","D","L",1991-07-23,29,2009,2,55,51,928.3,35.2,106,11,0.069,-0.033,0.059,7.29,-0.37,6.93
"Dmitry Orlov","DMITRY.ORLOV","8475200","21-22","WSH","D","L",1991-07-23,30,2009,2,55,76,1435.8,73.3,156,15,0.046,0.067,0.048,7.22,1.01,8.23
"Dmitry Orlov","DMITRY.ORLOV","8475200","22-23","BOS/WSH","D","L",1991-07-23,31,2009,2,55,66,1224.5,97.7,137,16,0.013,0.009,0.013,1.77,0.15,1.92
"Dmytro Timashov","DMYTRO.TIMASHOV","8478857","19-20","DET/TOR","L","L",1996-10-01,22,2015,5,125,44,370,2.7,50,0,0.02,0,0.02,1.02,0,1.02
"Dmytro Timashov","DMYTRO.TIMASHOV","8478857","20-21","NYI","L","L",1996-10-01,23,2015,5,125,1,7.2,0,1,0,-0.013,0,-0.013,-0.01,0,-0.01
"Dominic Moore","DOMINIC.MOORE","8468575","07-08","MIN/TOR","C","L",1980-08-03,27,2000,3,95,67,773.4,12.4,128,3,-0.031,0.023,-0.029,-3.92,0.07,-3.85
"Dominic Moore","DOMINIC.MOORE","8468575","08-09","BUF/TOR","C","L",1980-08-03,28,2000,3,95,80,1011.4,131,188,38,-0.026,-0.021,-0.025,-4.97,-0.8,-5.76
"Dominic Moore","DOMINIC.MOORE","8468575","09-10","FLA/MTL","C","L",1980-08-03,29,2000,3,95,69,870.3,44.1,157,6,-0.018,0.053,-0.016,-2.88,0.32,-2.56
"Dominic Moore","DOMINIC.MOORE","8468575","10-11","T.B","C","L",1980-08-03,30,2000,3,95,77,949.7,70.2,186,22,-0.004,0.165,0.014,-0.66,3.62,2.96
"Dominic Moore","DOMINIC.MOORE","8468575","11-12","S.J/T.B","C","L",1980-08-03,31,2000,3,95,79,1023.4,65,127,10,-0.035,-0.032,-0.035,-4.46,-0.32,-4.78
"Dominic Moore","DOMINIC.MOORE","8468575","13-14","NYR","C","L",1980-08-03,33,2000,3,95,73,716,6.6,110,1,-0.02,-0.014,-0.02,-2.19,-0.01,-2.2
"Dominic Moore","DOMINIC.MOORE","8468575","14-15","NYR","C","L",1980-08-03,34,2000,3,95,82,936.1,3.4,141,0,-0.02,0,-0.02,-2.8,0,-2.8
"Dominic Moore","DOMINIC.MOORE","8468575","15-16","NYR","C","L",1980-08-03,35,2000,3,95,80,868.2,4.6,104,0,-0.004,0,-0.004,-0.43,0,-0.43
"Dominic Moore","DOMINIC.MOORE","8468575","16-17","BOS","C","L",1980-08-03,36,2000,3,95,82,869.9,18.3,98,3,-0.008,-0.025,-0.009,-0.82,-0.07,-0.89
"Dominic Moore","DOMINIC.MOORE","8468575","17-18","TOR","C","L",1980-08-03,37,2000,3,95,50,448.2,2.6,58,0,0.016,0,0.016,0.93,0,0.93
"Dominic Toninato","DOMINIC.TONINATO","8476952","17-18","COL","C","L",1994-03-09,23,2012,5,126,37,279.9,1.3,34,0,-0.055,0,-0.055,-1.88,0,-1.88
"Dominic Toninato","DOMINIC.TONINATO","8476952","18-19","COL","C","L",1994-03-09,24,2012,5,126,2,12.9,0,1,0,0.025,0,0.025,0.02,0,0.02
"Dominic Toninato","DOMINIC.TONINATO","8476952","19-20","FLA","C","L",1994-03-09,25,2012,5,126,46,480.2,5.4,51,1,-0.019,-0.016,-0.019,-0.95,-0.02,-0.97
"Dominic Toninato","DOMINIC.TONINATO","8476952","20-21","WPG","C","L",1994-03-09,26,2012,5,126,2,24.6,0,3,0,-0.018,0,-0.018,-0.05,0,-0.05
"Dominic Toninato","DOMINIC.TONINATO","8476952","21-22","WPG","C","L",1994-03-09,27,2012,5,126,77,525.8,3.8,58,1,0.01,-0.019,0.009,0.58,-0.02,0.56
"Dominic Toninato","DOMINIC.TONINATO","8476952","22-23","WPG","C","L",1994-03-09,28,2012,5,126,5,39,0,7,0,-0.024,0,-0.024,-0.17,0,-0.17
"Dominic Turgeon","DOMINIC.TURGEON","8477994","17-18","DET","C","L",1996-02-25,21,2014,3,63,5,36,0.2,4,0,-0.013,0,-0.013,-0.05,0,-0.05
"Dominic Turgeon","DOMINIC.TURGEON","8477994","18-19","DET","C","L",1996-02-25,22,2014,3,63,4,42.5,0,2,0,-0.012,0,-0.012,-0.02,0,-0.02
"Dominik Kahun","DOMINIK.KAHUN","8480946","18-19","CHI","C","L",1995-07-02,23,2013,NA,NA,82,1048.8,85.8,163,7,0.002,-0.016,0.001,0.3,-0.12,0.19
"Dominik Kahun","DOMINIK.KAHUN","8480946","19-20","BUF/PIT","C","L",1995-07-02,24,2013,NA,NA,56,678.5,57.4,89,10,0.052,-0.01,0.045,4.6,-0.1,4.49
"Dominik Kahun","DOMINIK.KAHUN","8480946","20-21","EDM","C","L",1995-07-02,25,2013,NA,NA,48,590.6,16.6,88,3,0.027,-0.028,0.025,2.38,-0.08,2.29
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","19-20","CHI","L","L",1995-08-21,24,2013,7,191,68,831,132.1,162,44,0.065,-0.007,0.049,10.49,-0.3,10.19
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","20-21","CHI","L","L",1995-08-21,25,2013,7,191,56,705.4,137.1,142,44,0.013,-0.017,0.006,1.84,-0.74,1.1
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","21-22","CHI","L","L",1995-08-21,26,2013,7,191,78,983.5,123.2,166,46,-0.017,-0.033,-0.021,-2.86,-1.5,-4.37
"Dominik Kubalik","DOMINIK.KUBALIK","8477330","22-23","DET","L","L",1995-08-21,27,2013,7,191,81,976.6,196.7,163,72,-0.005,-0.005,-0.005,-0.79,-0.38,-1.18
"Dominik Simon","DOMINIK.SIMON","8478866","15-16","PIT","C","L",1994-08-08,21,2015,5,137,3,18.2,0,2,0,-0.011,0,-0.011,-0.02,0,-0.02
"Dominik Simon","DOMINIK.SIMON","8478866","16-17","PIT","C","L",1994-08-08,22,2015,5,137,2,25.1,0,4,0,-0.015,0,-0.015,-0.06,0,-0.06
"Dominik Simon","DOMINIK.SIMON","8478866","17-18","PIT","C","L",1994-08-08,23,2015,5,137,33,358.6,17.1,50,1,-0.003,-0.015,-0.003,-0.16,-0.01,-0.18
"Dominik Simon","DOMINIK.SIMON","8478866","18-19","PIT","C","L",1994-08-08,24,2015,5,137,71,878.8,58.2,155,6,-0.021,0.015,-0.02,-3.29,0.09,-3.2
"Dominik Simon","DOMINIK.SIMON","8478866","19-20","PIT","C","L",1994-08-08,25,2015,5,137,64,869,31,132,6,-0.015,-0.042,-0.016,-2.01,-0.25,-2.26
"Dominik Simon","DOMINIK.SIMON","8478866","20-21","CGY","C","L",1994-08-08,26,2015,5,137,11,102.3,2,4,0,-0.02,0,-0.02,-0.08,0,-0.08
"Dominik Simon","DOMINIK.SIMON","8478866","21-22","ANA/PIT","C","L",1994-08-08,27,2015,5,137,72,706.5,29.9,109,5,-0.043,-0.028,-0.042,-4.68,-0.14,-4.82
"Dominik Uher","DOMINIK.UHER","8476339","14-15","PIT","C","L",1992-12-31,21,2011,5,144,2,12.4,0,0,0,0,0,0,0,0,0
"Donald Brashear","DONALD.BRASHEAR","8459246","07-08","WSH","L","L",1972-01-07,35,1990,NA,NA,80,612,13.6,81,1,0,-0.015,0,-0.02,-0.02,-0.04
"Donald Brashear","DONALD.BRASHEAR","8459246","08-09","WSH","L","L",1972-01-07,36,1990,NA,NA,63,515.2,3.4,60,1,-0.042,-0.016,-0.042,-2.54,-0.02,-2.55
"Donald Brashear","DONALD.BRASHEAR","8459246","09-10","NYR","L","L",1972-01-07,37,1990,NA,NA,36,222.9,1.4,23,0,-0.05,0,-0.05,-1.14,0,-1.14
"Doug Janik","DOUG.JANIK","8467928","07-08","T.B","D","L",1980-03-26,27,1999,2,55,61,548.2,0.4,36,0,-0.009,0,-0.009,-0.31,0,-0.31
"Doug Janik","DOUG.JANIK","8467928","08-09","DAL/MTL","D","L",1980-03-26,28,1999,2,55,15,139.1,0.5,8,0,-0.003,0,-0.003,-0.03,0,-0.03
"Doug Janik","DOUG.JANIK","8467928","09-10","DET","D","L",1980-03-26,29,1999,2,55,13,156.6,0.1,9,0,-0.011,0,-0.011,-0.1,0,-0.1
"Doug Janik","DOUG.JANIK","8467928","10-11","DET","D","L",1980-03-26,30,1999,2,55,7,86.3,0.1,9,0,-0.009,0,-0.009,-0.08,0,-0.08
"Doug Janik","DOUG.JANIK","8467928","11-12","DET","D","L",1980-03-26,31,1999,2,55,9,124,0.6,15,0,-0.016,0,-0.016,-0.24,0,-0.24
"Doug Weight","DOUG.WEIGHT","8458361","07-08","ANA/STL","C","L",1971-01-21,36,1990,2,34,67,749.2,210,96,29,0.016,-0.044,0.002,1.52,-1.28,0.23
"Doug Weight","DOUG.WEIGHT","8458361","08-09","NYI","C","L",1971-01-21,37,1990,2,34,53,700.8,240.3,77,43,-0.003,0.019,0.005,-0.22,0.8,0.58
"Doug Weight","DOUG.WEIGHT","8458361","09-10","NYI","C","L",1971-01-21,38,1990,2,34,35,397.3,149.2,51,29,-0.046,-0.072,-0.056,-2.36,-2.1,-4.46
"Doug Weight","DOUG.WEIGHT","8458361","10-11","NYI","C","L",1971-01-21,39,1990,2,34,18,224.1,89.2,34,7,-0.03,0.013,-0.023,-1.02,0.09,-0.93
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","12-13","BOS","D","R",1993-06-17,19,2011,1,9,42,625,80.7,89,20,0.002,0.042,0.009,0.2,0.84,1.03
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","13-14","BOS","D","R",1993-06-17,20,2011,1,9,64,1048.1,123.3,133,32,0.004,0.007,0.004,0.49,0.22,0.71
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","14-15","BOS","D","R",1993-06-17,21,2011,1,9,72,1244.3,177,174,83,-0.009,0.009,-0.003,-1.53,0.76,-0.78
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","15-16","CGY","D","R",1993-06-17,22,2011,1,9,82,1355.8,196.6,194,68,-0.001,0.014,0.003,-0.1,0.92,0.82
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","16-17","CGY","D","R",1993-06-17,23,2011,1,9,81,1309,183.3,234,61,0.022,-0.019,0.013,5.05,-1.13,3.92
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","17-18","CGY","D","R",1993-06-17,24,2011,1,9,82,1469.4,214.5,288,81,0.007,0.021,0.01,2.02,1.7,3.72
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","18-19","CAR","D","R",1993-06-17,25,2011,1,9,82,1402.3,151.6,300,56,0.019,-0.031,0.011,5.73,-1.73,4
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","19-20","CAR","D","R",1993-06-17,26,2011,1,9,47,803.6,144.8,175,55,0.045,-0.021,0.029,7.84,-1.13,6.71
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","20-21","CAR","D","R",1993-06-17,27,2011,1,9,55,973.6,165.7,193,50,0.006,-0.018,0.001,1.09,-0.89,0.2
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","21-22","N.J","D","R",1993-06-17,28,2011,1,9,62,1091.3,151.6,233,43,-0.006,-0.013,-0.007,-1.34,-0.56,-1.89
"Dougie Hamilton","DOUGIE.HAMILTON","8476462","22-23","N.J","D","R",1993-06-17,29,2011,1,9,82,1466.7,250.8,296,68,0.015,0.061,0.024,4.44,4.15,8.59
"Douglas Murray","DOUGLAS.MURRAY","8468114","07-08","S.J","D","L",1980-03-12,27,1999,8,241,66,979.8,15.4,70,2,-0.019,-0.004,-0.019,-1.36,-0.01,-1.37
"Douglas Murray","DOUGLAS.MURRAY","8468114","08-09","S.J","D","L",1980-03-12,28,1999,8,241,75,1087.8,8.9,80,6,-0.033,-0.022,-0.032,-2.64,-0.13,-2.77
"Douglas Murray","DOUGLAS.MURRAY","8468114","09-10","S.J","D","L",1980-03-12,29,1999,8,241,78,1331.1,36.7,114,11,-0.002,0.033,0.001,-0.2,0.36,0.16
"Douglas Murray","DOUGLAS.MURRAY","8468114","10-11","S.J","D","L",1980-03-12,30,1999,8,241,73,1235.8,28.3,139,9,-0.028,-0.028,-0.028,-3.92,-0.25,-4.18
"Douglas Murray","DOUGLAS.MURRAY","8468114","11-12","S.J","D","L",1980-03-12,31,1999,8,241,60,978.4,6.3,92,3,-0.031,-0.008,-0.03,-2.83,-0.02,-2.86
"Douglas Murray","DOUGLAS.MURRAY","8468114","12-13","PIT/S.J","D","L",1980-03-12,32,1999,8,241,43,627.1,1.4,50,0,-0.007,0,-0.007,-0.37,0,-0.37
"Douglas Murray","DOUGLAS.MURRAY","8468114","13-14","MTL","D","L",1980-03-12,33,1999,8,241,53,604.3,0.4,41,0,-0.034,0,-0.034,-1.4,0,-1.4
"Drake Batherson","DRAKE.BATHERSON","8480208","18-19","OTT","C","R",1998-04-27,20,2017,4,121,20,230.1,37.5,16,7,-0.016,0.079,0.013,-0.26,0.56,0.3
"Drake Batherson","DRAKE.BATHERSON","8480208","19-20","OTT","C","R",1998-04-27,21,2017,4,121,23,302,51.1,43,8,-0.016,0.016,-0.011,-0.68,0.13,-0.55
"Drake Batherson","DRAKE.BATHERSON","8480208","20-21","OTT","C","R",1998-04-27,22,2017,4,121,56,721.6,178.4,138,27,0.003,0.06,0.013,0.46,1.62,2.08
"Drake Batherson","DRAKE.BATHERSON","8480208","21-22","OTT","C/R","R",1998-04-27,23,2017,4,121,46,690.7,150.8,121,22,0.043,-0.021,0.033,5.24,-0.46,4.78
"Drake Batherson","DRAKE.BATHERSON","8480208","22-23","OTT","R","R",1998-04-27,24,2017,4,121,82,1170.3,311,253,96,-0.038,0.01,-0.025,-9.74,0.98,-8.76
"Drake Caggiula","DRAKE.CAGGIULA","8479465","16-17","EDM","C","L",1994-06-20,22,2012,NA,NA,60,649.2,99,99,31,-0.021,-0.029,-0.023,-2.09,-0.9,-2.99
"Drake Caggiula","DRAKE.CAGGIULA","8479465","17-18","EDM","C","L",1994-06-20,23,2012,NA,NA,67,786.7,65.1,113,16,0,0.047,0.006,0.01,0.76,0.77
"Drake Caggiula","DRAKE.CAGGIULA","8479465","18-19","CHI/EDM","C","L",1994-06-20,24,2012,NA,NA,55,725.4,21.1,112,2,0.014,-0.02,0.013,1.58,-0.04,1.53
"Drake Caggiula","DRAKE.CAGGIULA","8479465","19-20","CHI","C","L",1994-06-20,25,2012,NA,NA,40,439.9,5.1,68,3,0.029,0.031,0.029,1.94,0.09,2.04
"Drake Caggiula","DRAKE.CAGGIULA","8479465","20-21","ARI/BUF","C","L",1994-06-20,26,2012,NA,NA,38,421.4,8.8,59,0,-0.034,0,-0.034,-2.02,0,-2.02
"Drake Caggiula","DRAKE.CAGGIULA","8479465","21-22","BUF","C","L",1994-06-20,27,2012,NA,NA,18,228.9,1.9,29,1,0.006,-0.017,0.006,0.19,-0.02,0.17
"Drake Caggiula","DRAKE.CAGGIULA","8479465","22-23","PIT","C","L",1994-06-20,28,2012,NA,NA,4,26.4,0,3,0,-0.015,0,-0.015,-0.04,0,-0.04
"Drake Rymsha","DRAKE.RYMSHA","8480221","20-21","L.A","C","R",1998-08-06,22,2017,5,138,1,13.3,0,0,0,0,0,0,0,0,0
"Drayson Bowman","DRAYSON.BOWMAN","8474137","09-10","CAR","L","L",1989-03-08,20,2007,3,72,9,92.8,14,18,6,-0.015,0.02,-0.006,-0.26,0.12,-0.14
"Drayson Bowman","DRAYSON.BOWMAN","8474137","10-11","CAR","L","L",1989-03-08,21,2007,3,72,22,209.9,10.3,39,3,-0.049,-0.022,-0.047,-1.92,-0.07,-1.99
"Drayson Bowman","DRAYSON.BOWMAN","8474137","11-12","CAR","L","L",1989-03-08,22,2007,3,72,37,455.3,33,82,7,-0.005,-0.035,-0.008,-0.42,-0.25,-0.67
"Drayson Bowman","DRAYSON.BOWMAN","8474137","12-13","CAR","L","L",1989-03-08,23,2007,3,72,37,400.9,10.2,86,2,-0.031,-0.023,-0.031,-2.65,-0.05,-2.7
"Drayson Bowman","DRAYSON.BOWMAN","8474137","13-14","CAR","L","L",1989-03-08,24,2007,3,72,70,669.5,25.1,106,2,-0.029,-0.021,-0.029,-3.06,-0.04,-3.1
"Drayson Bowman","DRAYSON.BOWMAN","8474137","14-15","MTL","L","L",1989-03-08,25,2007,3,72,3,19.5,0,1,0,-0.007,0,-0.007,-0.01,0,-0.01
"Drew Bagnall","DREW.BAGNALL","8470787","10-11","MIN","D","L",1983-10-26,26,2003,6,195,2,24.1,0,1,0,0.002,0,0.002,0,0,0
"Drew Doughty","DREW.DOUGHTY","8474563","08-09","L.A","D","R",1989-12-08,18,2008,1,2,81,1372.9,286.6,115,64,-0.011,-0.018,-0.013,-1.21,-1.18,-2.39
"Drew Doughty","DREW.DOUGHTY","8474563","09-10","L.A","D","R",1989-12-08,19,2008,1,2,82,1490.2,355.5,116,93,0.037,0.031,0.035,4.35,2.9,7.24
"Drew Doughty","DREW.DOUGHTY","8474563","10-11","L.A","D","R",1989-12-08,20,2008,1,2,76,1448,314.4,132,73,0.017,0.014,0.016,2.29,1.02,3.31
"Drew Doughty","DREW.DOUGHTY","8474563","11-12","L.A","D","R",1989-12-08,21,2008,1,2,77,1427,280.1,167,74,0.012,-0.017,0.003,1.92,-1.29,0.63
"Drew Doughty","DREW.DOUGHTY","8474563","12-13","L.A","D","R",1989-12-08,22,2008,1,2,48,992.9,144.8,125,38,-0.018,0.012,-0.011,-2.28,0.46,-1.83
"Drew Doughty","DREW.DOUGHTY","8474563","13-14","L.A","D","R",1989-12-08,23,2008,1,2,78,1459.3,303.1,183,79,-0.013,0.013,-0.005,-2.41,1.03,-1.38
"Drew Doughty","DREW.DOUGHTY","8474563","14-15","L.A","D","R",1989-12-08,24,2008,1,2,82,1830.3,275.5,229,90,-0.008,-0.04,-0.017,-1.78,-3.63,-5.41
"Drew Doughty","DREW.DOUGHTY","8474563","15-16","L.A","D","R",1989-12-08,25,2008,1,2,82,1753.9,248,208,87,-0.005,0.042,0.009,-1.03,3.62,2.58
"Drew Doughty","DREW.DOUGHTY","8474563","16-17","L.A","D","R",1989-12-08,26,2008,1,2,82,1708.2,266.1,151,85,0.014,0.006,0.011,2.06,0.49,2.55
