"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","xEVO_GAR","xEVD_GAR","xPPO_GAR","xSHD_GAR","Take_GAR","Draw_GAR","xOff_GAR","xDef_GAR","Pens_GAR","xGAR","xWAR","xSPAR"
"Brayden Schenn","BRAYDEN.SCHENN","8475170","14-15","PHI","C","L",1991-08-22,23,2009,1,5,82,1400.6,2.9,-2.3,1.4,0.1,1,0.5,4.3,-2.3,1.4,3.5,0.7,1.3
"Brayden Schenn","BRAYDEN.SCHENN","8475170","15-16","PHI","C","L",1991-08-22,24,2009,1,5,80,1351.5,4.6,-3.6,3.3,0,1.9,0,7.9,-3.6,1.9,6.2,1.2,2.3
"Brayden Schenn","BRAYDEN.SCHENN","8475170","16-17","PHI","C","L",1991-08-22,25,2009,1,5,79,1405.7,0.1,-2.5,7.8,0,0.9,0.6,7.9,-2.5,1.6,7,1.3,2.6
"Brayden Schenn","BRAYDEN.SCHENN","8475170","17-18","STL","C","L",1991-08-22,26,2009,1,5,82,1617.5,7.7,-1,0.8,-0.4,0.4,0.6,8.5,-1.4,1,8.1,1.6,3
"Brayden Schenn","BRAYDEN.SCHENN","8475170","18-19","STL","C","L",1991-08-22,27,2009,1,5,72,1337.4,7.8,-1.9,0.7,-0.1,0,-0.6,8.6,-2,-0.7,5.9,1.1,2.1
"Brayden Schenn","BRAYDEN.SCHENN","8475170","19-20","STL","C","L",1991-08-22,28,2009,1,5,71,1308.7,5.7,-1.2,5.2,0,0.3,-0.8,10.9,-1.3,-0.5,9.2,1.6,3.1
"Brayden Schenn","BRAYDEN.SCHENN","8475170","20-21","STL","C","L",1991-08-22,29,2009,1,5,56,1072,0.4,-1.7,2.7,0.8,0.7,-1.5,3.1,-0.9,-0.8,1.4,0.3,0.5
"Brayden Schenn","BRAYDEN.SCHENN","8475170","21-22","STL","C","L",1991-08-22,30,2009,1,5,62,1102.6,5.8,-3.8,3.4,-0.5,0.4,-0.8,9.3,-4.3,-0.4,4.5,0.8,1.5
"Brayden Schenn","BRAYDEN.SCHENN","8475170","22-23","STL","C","L",1991-08-22,31,2009,1,5,82,1511.1,2.1,-4,0.8,0,0.8,-0.2,2.9,-3.9,0.6,-0.5,-0.1,-0.1
"Braydon Coburn","BRAYDON.COBURN","8470601","07-08","PHI","D","L",1985-02-27,22,2003,1,8,78,1656.2,7.9,4.6,3.8,1.7,1,0.2,11.7,6.3,1.1,19.1,3.5,6.6
"Braydon Coburn","BRAYDON.COBURN","8470601","08-09","PHI","D","L",1985-02-27,23,2003,1,8,80,1970,6,2,0.5,0.8,-1,-0.1,6.5,2.8,-1.1,8.3,1.5,2.9
"Braydon Coburn","BRAYDON.COBURN","8470601","09-10","PHI","D","L",1985-02-27,24,2003,1,8,81,1712,6.6,1.5,1.2,-2.2,0.1,-0.2,7.8,-0.7,-0.1,7,1.3,2.5
"Braydon Coburn","BRAYDON.COBURN","8470601","10-11","PHI","D","L",1985-02-27,25,2003,1,8,82,1726.9,-0.8,-0.9,-0.4,3.2,-0.1,-1.2,-1.2,2.3,-1.3,-0.3,0,-0.1
"Braydon Coburn","BRAYDON.COBURN","8470601","11-12","PHI","D","L",1985-02-27,26,2003,1,8,81,1785.6,0.5,-0.9,-0.4,-1.2,-0.9,-0.3,0.1,-2,-1.2,-3.1,-0.5,-1
"Braydon Coburn","BRAYDON.COBURN","8470601","12-13","PHI","D","L",1985-02-27,27,2003,1,8,33,746.3,-0.5,-1.9,0,1.1,-1.1,-0.6,-0.5,-0.8,-1.7,-3,-0.6,-1
"Braydon Coburn","BRAYDON.COBURN","8470601","13-14","PHI","D","L",1985-02-27,28,2003,1,8,82,1840.4,-0.7,2.8,-0.2,-0.4,-0.1,-0.7,-0.9,2.5,-0.7,0.9,0.2,0.3
"Braydon Coburn","BRAYDON.COBURN","8470601","14-15","PHI","D","L",1985-02-27,29,2003,1,8,39,789.3,0,2.5,0,-0.4,0.5,-0.1,0,2.2,0.4,2.6,0.5,1
"Braydon Coburn","BRAYDON.COBURN","8470601","14-15","T.B","D","L",1985-02-27,29,2003,1,8,4,68.1,-0.7,0.3,0,0,0,-0.1,-0.7,0.3,-0.1,-0.5,-0.1,-0.2
"Braydon Coburn","BRAYDON.COBURN","8470601","15-16","T.B","D","L",1985-02-27,30,2003,1,8,80,1340.2,-2.9,2.7,0,2.8,0.7,-0.7,-2.9,5.4,0,2.5,0.5,0.9
"Braydon Coburn","BRAYDON.COBURN","8470601","16-17","T.B","D","L",1985-02-27,31,2003,1,8,80,1338.9,1.9,3.3,0,2.3,-0.4,-0.8,1.9,5.6,-1.1,6.3,1.2,2.3
"Braydon Coburn","BRAYDON.COBURN","8470601","17-18","T.B","D","L",1985-02-27,32,2003,1,8,72,1153.7,-4.3,1.6,0,0.2,-0.2,-0.8,-4.3,1.7,-1,-3.5,-0.7,-1.3
"Braydon Coburn","BRAYDON.COBURN","8470601","18-19","T.B","D","L",1985-02-27,33,2003,1,8,74,1192.2,1,2.6,0,1.2,-0.5,0.2,1,3.8,-0.3,4.4,0.8,1.6
"Braydon Coburn","BRAYDON.COBURN","8470601","19-20","T.B","D","L",1985-02-27,34,2003,1,8,40,561.7,-0.1,0,0,-0.2,-0.1,-0.6,-0.1,-0.2,-0.6,-1,-0.2,-0.3
"Braydon Coburn","BRAYDON.COBURN","8470601","20-21","OTT","D","L",1985-02-27,35,2003,1,8,16,262.6,0.7,-1,0,-0.5,-0.4,-0.1,0.7,-1.5,-0.5,-1.2,-0.2,-0.4
"Brendan Bell","BRENDAN.BELL","8469516","08-09","OTT","D","L",1983-03-31,25,2001,3,65,53,939.5,1.5,1.6,2.7,0.3,0.6,0.1,4.2,1.8,0.7,6.7,1.2,2.3
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","12-13","MTL","R","R",1992-05-06,20,2010,5,147,44,610,8.4,0,0.5,0,-0.5,2,8.9,0,1.5,10.5,1.9,3.6
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","13-14","MTL","R","R",1992-05-06,21,2010,5,147,81,1293.1,2.7,1.4,2.6,0,-0.3,1.6,5.3,1.5,1.4,8.1,1.5,2.9
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","14-15","MTL","R","R",1992-05-06,22,2010,5,147,82,1360.2,9.5,-0.5,-0.9,0,1.5,0.3,8.5,-0.5,1.8,9.8,1.9,3.5
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","15-16","MTL","R","R",1992-05-06,23,2010,5,147,53,878.5,5.1,0.7,1.4,0,0.9,1.5,6.5,0.7,2.4,9.7,1.9,3.6
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","16-17","MTL","R","R",1992-05-06,24,2010,5,147,64,966.1,1.9,0.5,-0.7,0,0.1,0.9,1.2,0.5,1,2.7,0.5,1
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","17-18","MTL","R","R",1992-05-06,25,2010,5,147,82,1324.9,10.5,3.4,0,-0.8,0.7,1.8,10.5,2.6,2.5,15.6,3,5.8
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","18-19","MTL","R","R",1992-05-06,26,2010,5,147,82,1343.4,12.4,1,-0.2,0,-0.3,0.7,12.2,1,0.4,13.6,2.5,4.8
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","19-20","MTL","R","R",1992-05-06,27,2010,5,147,59,997.7,6.8,1.8,-0.8,0,0.1,-0.2,5.9,1.9,-0.1,7.7,1.4,2.6
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","20-21","MTL","R","R",1992-05-06,28,2010,5,147,35,525.3,4.9,1.6,1.5,0,-0.1,0.6,6.4,1.6,0.5,8.5,1.5,2.8
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","21-22","MTL","R","R",1992-05-06,29,2010,5,147,56,841,-1.8,-0.3,0.4,0,-1.4,2.3,-1.4,-0.3,0.8,-0.9,-0.2,-0.3
"Brendan Gallagher","BRENDAN.GALLAGHER","8475848","22-23","MTL","R","R",1992-05-06,30,2010,5,147,37,528.4,1.3,2,-1.8,0,-0.5,0.2,-0.6,2,-0.3,1.1,0.2,0.4
"Brendan Gaunce","BRENDAN.GAUNCE","8476867","15-16","VAN","C","L",1994-03-25,21,2012,1,26,20,255.2,0.2,0.6,0,0.1,0.2,-0.6,0.2,0.7,-0.3,0.5,0.1,0.2
"Brendan Gaunce","BRENDAN.GAUNCE","8476867","16-17","VAN","C","L",1994-03-25,22,2012,1,26,57,541,-2.1,1.9,0,-0.5,-0.3,-0.4,-2.1,1.4,-0.7,-1.4,-0.3,-0.5
"Brendan Gaunce","BRENDAN.GAUNCE","8476867","17-18","VAN","C","L",1994-03-25,23,2012,1,26,37,492.5,-0.6,1.6,0.1,-0.1,0.4,-0.1,-0.6,1.5,0.3,1.2,0.2,0.5
"Brendan Gaunce","BRENDAN.GAUNCE","8476867","21-22","CBJ","C","L",1994-03-25,27,2012,1,26,30,242.9,2.7,1.3,0,0,-0.6,-0.1,2.7,1.3,-0.7,3.4,0.6,1.1
"Brendan Gaunce","BRENDAN.GAUNCE","8476867","22-23","CBJ","C","L",1994-03-25,28,2012,1,26,5,52.3,-0.2,-0.4,0,0,-0.1,-0.1,-0.2,-0.4,-0.2,-0.8,-0.1,-0.3
"Brendan Guhle","BRENDAN.GUHLE","8478425","17-18","BUF","D","L",1997-07-29,20,2015,2,51,18,325.9,-0.2,-0.6,-0.2,0.1,-0.4,0,-0.3,-0.5,-0.4,-1.2,-0.2,-0.4
"Brendan Guhle","BRENDAN.GUHLE","8478425","18-19","ANA","D","L",1997-07-29,21,2015,2,51,6,96.8,0.5,0.2,0,0,0,0.1,0.5,0.2,0.1,0.8,0.1,0.3
"Brendan Guhle","BRENDAN.GUHLE","8478425","19-20","ANA","D","L",1997-07-29,22,2015,2,51,30,512,2.7,-2.2,0,0.6,0.5,-0.3,2.6,-1.6,0.2,1.2,0.2,0.4
"Brendan Guhle","BRENDAN.GUHLE","8478425","21-22","ANA","D","L",1997-07-29,24,2015,2,51,6,88,-0.9,0.3,0,0,0.2,-0.1,-0.9,0.3,0.1,-0.5,-0.1,-0.2
"Brendan Leipsic","BRENDAN.LEIPSIC","8476894","15-16","TOR","L","L",1994-05-19,21,2012,3,89,6,85.4,0.7,-0.2,0,0,0,0,0.7,-0.2,0,0.6,0.1,0.2
"Brendan Leipsic","BRENDAN.LEIPSIC","8476894","17-18","VAN","L","L",1994-05-19,23,2012,3,89,14,237,0.8,-0.4,0,0,-0.5,-0.1,0.8,-0.4,-0.6,-0.2,0,-0.1
"Brendan Leipsic","BRENDAN.LEIPSIC","8476894","17-18","VGK","L","L",1994-05-19,23,2012,3,89,44,525,-0.6,-0.9,-0.4,0,0.9,0.2,-1,-0.9,1,-0.8,-0.2,-0.3
"Brendan Leipsic","BRENDAN.LEIPSIC","8476894","18-19","L.A","L","L",1994-05-19,24,2012,3,89,45,636.5,-0.5,2.4,0.8,0,-0.3,0.9,0.3,2.4,0.5,3.2,0.6,1.1
"Brendan Leipsic","BRENDAN.LEIPSIC","8476894","18-19","VAN","L","L",1994-05-19,24,2012,3,89,17,218.1,0,-0.7,-0.6,0,0.3,0.1,-0.6,-0.7,0.4,-0.9,-0.2,-0.3
"Brendan Leipsic","BRENDAN.LEIPSIC","8476894","19-20","WSH","L","L",1994-05-19,25,2012,3,89,61,558.8,-0.1,1.8,-0.2,0,0.9,-0.3,-0.3,1.8,0.6,2.2,0.4,0.7
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","17-18","WPG","L","L",1996-03-15,21,2014,2,31,9,71.5,0,0.3,0,0,-0.2,0.4,0,0.3,0.2,0.5,0.1,0.2
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","18-19","NYR","L","L",1996-03-15,22,2014,2,31,19,243.7,2.1,-0.7,-0.1,0,0.1,0.4,2.1,-0.7,0.5,1.8,0.3,0.6
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","18-19","WPG","L","L",1996-03-15,22,2014,2,31,44,326.3,4.4,-1.9,0,0,-0.1,1.5,4.4,-1.9,1.4,3.9,0.7,1.4
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","19-20","NYR","L","L",1996-03-15,23,2014,2,31,59,759.4,-0.8,0.4,0.3,0.2,-0.9,2.7,-0.5,0.6,1.8,1.8,0.3,0.6
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","20-21","L.A","L","L",1996-03-15,24,2014,2,31,18,179.5,-0.6,-0.2,0,0,0.2,0.1,-0.6,-0.2,0.3,-0.5,-0.1,-0.2
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","20-21","NYR","L","L",1996-03-15,24,2014,2,31,31,317,-1,-0.7,-0.3,0,-0.7,1.4,-1.4,-0.7,0.7,-1.3,-0.2,-0.4
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","21-22","L.A","L","L",1996-03-15,25,2014,2,31,50,537.2,3.4,0.3,0,0,-1.1,0.4,3.4,0.3,-0.7,3,0.5,1
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","22-23","L.A","L","L",1996-03-15,26,2014,2,31,27,229.4,-1.7,1.9,0,0,-1.2,-0.1,-1.7,1.9,-1.3,-1.1,-0.2,-0.3
"Brendan Lemieux","BRENDAN.LEMIEUX","8477962","22-23","PHI","L","L",1996-03-15,26,2014,2,31,18,228.8,0.2,-1.3,0,0.2,0,-0.5,0.2,-1.1,-0.5,-1.4,-0.2,-0.5
"Brendan Mikkelson","BRENDAN.MIKKELSON","8471705","08-09","ANA","D","L",1987-06-22,21,2005,2,31,34,473.8,-1.8,-0.1,0,-0.1,0.4,-0.1,-1.7,-0.2,0.4,-1.6,-0.3,-0.5
"Brendan Mikkelson","BRENDAN.MIKKELSON","8471705","09-10","ANA","D","L",1987-06-22,22,2005,2,31,28,419.8,-1.7,-1.1,0.4,0.1,0.2,0.3,-1.4,-1,0.5,-1.9,-0.3,-0.7
"Brendan Mikkelson","BRENDAN.MIKKELSON","8471705","10-11","ANA","D","L",1987-06-22,23,2005,2,31,5,97,-0.6,-1.3,0,-0.9,0.1,0.3,-0.6,-2.2,0.3,-2.5,-0.4,-0.8
"Brendan Mikkelson","BRENDAN.MIKKELSON","8471705","10-11","CGY","D","L",1987-06-22,23,2005,2,31,19,244.5,-0.8,-0.9,0,0,0.6,-0.1,-0.8,-0.9,0.5,-1.2,-0.2,-0.4
"Brendan Mikkelson","BRENDAN.MIKKELSON","8471705","11-12","T.B","D","L",1987-06-22,24,2005,2,31,41,590.4,0,0.2,-0.7,0,0.4,-0.1,-0.8,0.2,0.3,-0.2,0,-0.1
"Brendan Morrison","BRENDAN.MORRISON","8459461","07-08","VAN","C","L",1975-08-15,32,1993,2,39,39,599.8,1.3,-1,2.4,0.8,0.3,-0.9,3.8,-0.2,-0.7,2.9,0.5,1
"Brendan Morrison","BRENDAN.MORRISON","8459461","08-09","ANA","C","L",1975-08-15,33,1993,2,39,62,858.8,0.5,-0.2,-1.1,0,1.3,-1,-0.7,-0.2,0.3,-0.6,-0.1,-0.2
"Brendan Morrison","BRENDAN.MORRISON","8459461","08-09","DAL","C","L",1975-08-15,33,1993,2,39,19,292.3,3.5,-1.1,0.5,0.2,-0.7,0.8,4,-1,0.1,3.1,0.6,1.1
"Brendan Morrison","BRENDAN.MORRISON","8459461","09-10","WSH","C","L",1975-08-15,34,1993,2,39,74,1164.5,2.9,-2.8,0.2,0.1,-0.6,-0.8,3.1,-2.7,-1.3,-0.9,-0.2,-0.3
"Brendan Morrison","BRENDAN.MORRISON","8459461","10-11","CGY","C","L",1975-08-15,35,1993,2,39,66,1101.9,0.2,2,2.7,2,1,1,2.9,4,2,8.9,1.6,3.1
"Brendan Morrison","BRENDAN.MORRISON","8459461","11-12","CGY","C","L",1975-08-15,36,1993,2,39,28,384.8,1.3,1.1,-0.4,-0.2,0.6,0.6,0.9,0.9,1.2,3,0.5,1
"Brendan Morrison","BRENDAN.MORRISON","8459461","11-12","CHI","C","L",1975-08-15,36,1993,2,39,11,135.9,-1.1,-0.2,-0.2,0,-0.2,-0.3,-1.3,-0.2,-0.5,-2,-0.4,-0.7
"Brendan Perlini","BRENDAN.PERLINI","8477943","16-17","ARI","L","L",1996-04-27,20,2014,1,12,57,845.8,4.7,-1,1,0,0,-0.3,5.6,-1,-0.3,4.4,0.8,1.6
"Brendan Perlini","BRENDAN.PERLINI","8477943","17-18","ARI","L","L",1996-04-27,21,2014,1,12,74,1073.9,2.7,-0.8,1.1,0,1.1,-1.2,3.9,-0.8,-0.2,2.9,0.6,1.1
"Brendan Perlini","BRENDAN.PERLINI","8477943","18-19","ARI","L","L",1996-04-27,22,2014,1,12,22,301.2,-0.9,-0.3,-0.1,0,-0.1,0.1,-1,-0.3,0,-1.3,-0.2,-0.4
"Brendan Perlini","BRENDAN.PERLINI","8477943","18-19","CHI","L","L",1996-04-27,22,2014,1,12,46,487.7,5.2,-2.9,0,0.1,-0.8,0.2,5.2,-2.9,-0.6,1.8,0.3,0.6
"Brendan Perlini","BRENDAN.PERLINI","8477943","19-20","DET","L","L",1996-04-27,23,2014,1,12,39,420,-3.3,-3.4,-0.3,0,-0.2,-0.2,-3.7,-3.4,-0.4,-7.5,-1.3,-2.6
"Brendan Perlini","BRENDAN.PERLINI","8477943","21-22","EDM","L","L",1996-04-27,25,2014,1,12,23,192.6,1,0.3,0,0,-0.2,-0.4,1,0.3,-0.5,0.7,0.1,0.2
"Brendan Shanahan","BRENDAN.SHANAHAN","8451302","07-08","NYR","L","R",1969-01-23,38,1987,1,2,73,1351.6,1,-2.6,1.4,0.6,0.9,-2.4,2.3,-1.9,-1.5,-1.1,-0.2,-0.4
"Brendan Shanahan","BRENDAN.SHANAHAN","8451302","08-09","N.J","L","R",1969-01-23,39,1987,1,2,34,506.4,-0.9,-1.8,-0.1,0.5,-0.6,-1.2,-0.9,-1.3,-1.7,-3.9,-0.7,-1.4
"Brendan Shinnimin","BRENDAN.SHINNIMIN","8475996","14-15","ARI","C","L",1991-01-07,23,2009,NA,NA,12,132.4,-0.7,0.6,0,0,-0.1,-0.1,-0.7,0.6,-0.1,-0.2,0,-0.1
"Brendan Smith","BRENDAN.SMITH","8474090","11-12","DET","D","L",1989-02-08,22,2007,1,27,14,218.8,1.8,1,-0.1,0,-0.2,0.7,1.7,1,0.5,3.2,0.6,1
"Brendan Smith","BRENDAN.SMITH","8474090","12-13","DET","D","L",1989-02-08,23,2007,1,27,34,625.6,-1.8,3.9,-0.1,-0.5,-0.8,2.3,-1.9,3.3,1.4,2.9,0.5,1
"Brendan Smith","BRENDAN.SMITH","8474090","13-14","DET","D","L",1989-02-08,24,2007,1,27,71,1305.6,0.8,4.1,0,0.6,-2.2,1.9,0.8,4.7,-0.3,5.3,1,1.9
"Brendan Smith","BRENDAN.SMITH","8474090","14-15","DET","D","L",1989-02-08,25,2007,1,27,76,1359.7,-1.4,3.3,-0.1,1.7,-1.2,1.8,-1.6,5,0.6,4,0.8,1.5
"Brendan Smith","BRENDAN.SMITH","8474090","15-16","DET","D","L",1989-02-08,26,2007,1,27,63,1109,2.7,2.1,0.6,0.3,-1.1,0.8,3.3,2.4,-0.4,5.4,1,2
"Brendan Smith","BRENDAN.SMITH","8474090","16-17","DET","D","L",1989-02-08,27,2007,1,27,33,618.4,0.8,-0.3,0.6,0.5,-0.5,1.4,1.4,0.2,1,2.6,0.5,0.9
"Brendan Smith","BRENDAN.SMITH","8474090","16-17","NYR","D","L",1989-02-08,27,2007,1,27,18,362.9,0,1.6,0,0.6,-1.3,0.2,0,2.2,-1.1,1.1,0.2,0.4
"Brendan Smith","BRENDAN.SMITH","8474090","17-18","NYR","D","L",1989-02-08,28,2007,1,27,44,755.4,-0.5,-2.2,0,-0.1,-2.2,2.1,-0.5,-2.3,-0.1,-2.8,-0.5,-1.1
"Brendan Smith","BRENDAN.SMITH","8474090","18-19","NYR","D","L",1989-02-08,29,2007,1,27,63,963.6,0.1,0.8,0,1.4,-2.3,2.2,0.1,2.2,-0.1,2.1,0.4,0.7
"Brendan Smith","BRENDAN.SMITH","8474090","19-20","NYR","D","L",1989-02-08,30,2007,1,27,62,688.3,-2.3,0.5,0,0.4,-1.5,1.2,-2.3,0.9,-0.3,-1.7,-0.3,-0.6
"Brendan Smith","BRENDAN.SMITH","8474090","20-21","NYR","D","L",1989-02-08,31,2007,1,27,48,788.8,3.7,-0.4,0,1.5,-1,2.2,3.7,1.1,1.2,5.9,1.1,2
"Brendan Smith","BRENDAN.SMITH","8474090","21-22","CAR","D","L",1989-02-08,32,2007,1,27,45,626.3,1.6,0.3,0,1.4,-0.4,0.7,1.6,1.7,0.3,3.7,0.6,1.2
"Brendan Smith","BRENDAN.SMITH","8474090","22-23","N.J","D","L",1989-02-08,33,2007,1,27,60,933.2,-1.8,2.3,0,0.3,-2.1,1.4,-1.8,2.6,-0.7,0.1,0,0
"Brendan Witt","BRENDAN.WITT","8459433","07-08","NYI","D","L",1975-02-20,32,1993,1,11,59,1284.5,0.1,-3.8,0,0.4,0.6,-0.4,0.1,-3.4,0.2,-3.2,-0.6,-1.1
"Brendan Witt","BRENDAN.WITT","8459433","08-09","NYI","D","L",1975-02-20,33,1993,1,11,65,1320,-4.1,-4.1,-0.1,-2.8,-2.4,-0.1,-4.3,-6.9,-2.4,-13.7,-2.5,-4.8
"Brendan Witt","BRENDAN.WITT","8459433","09-10","NYI","D","L",1975-02-20,34,1993,1,11,41,629.1,0.3,-3.1,0,-1.1,-0.9,0.7,0.3,-4.2,-0.2,-4,-0.7,-1.4
"Brenden Dillon","BRENDEN.DILLON","8475455","12-13","DAL","D","L",1990-11-13,21,2009,NA,NA,48,1026.2,4.3,1.4,-0.1,-1.9,-0.9,-0.2,4.2,-0.4,-1.1,2.7,0.5,0.9
"Brenden Dillon","BRENDEN.DILLON","8475455","13-14","DAL","D","L",1990-11-13,22,2009,NA,NA,80,1687.5,2.3,0.7,0,-1.5,-0.2,0.2,2.3,-0.8,0.1,1.5,0.3,0.5
"Brenden Dillon","BRENDEN.DILLON","8475455","14-15","DAL","D","L",1990-11-13,23,2009,NA,NA,20,412.3,-0.5,0.5,0,-0.7,-0.4,0.6,-0.5,-0.2,0.1,-0.5,-0.1,-0.2
"Brenden Dillon","BRENDEN.DILLON","8475455","14-15","S.J","D","L",1990-11-13,23,2009,NA,NA,60,1153.4,-0.9,-0.1,0,1,0,0.5,-0.9,1,0.5,0.5,0.1,0.2
"Brenden Dillon","BRENDEN.DILLON","8475455","15-16","S.J","D","L",1990-11-13,24,2009,NA,NA,76,1268.3,0.7,-1.7,0.1,-0.1,-0.4,-0.2,0.8,-1.9,-0.6,-1.7,-0.3,-0.6
"Brenden Dillon","BRENDEN.DILLON","8475455","16-17","S.J","D","L",1990-11-13,25,2009,NA,NA,81,1333.9,1.9,6,0,-0.9,-0.3,0,1.9,5.1,-0.3,6.7,1.3,2.5
"Brenden Dillon","BRENDEN.DILLON","8475455","17-18","S.J","D","L",1990-11-13,26,2009,NA,NA,81,1402.9,4.4,-1.2,0,0.8,0.3,-0.1,4.5,-0.5,0.2,4.2,0.8,1.5
"Brenden Dillon","BRENDEN.DILLON","8475455","18-19","S.J","D","L",1990-11-13,27,2009,NA,NA,82,1454.2,2.3,7.2,0,0,-0.6,-0.8,2.4,7.2,-1.4,8.2,1.5,2.9
"Brenden Dillon","BRENDEN.DILLON","8475455","19-20","S.J","D","L",1990-11-13,28,2009,NA,NA,59,1142.2,-1.3,5.2,0,-0.2,-0.8,-0.6,-1.3,5,-1.4,2.4,0.4,0.8
"Brenden Dillon","BRENDEN.DILLON","8475455","19-20","WSH","D","L",1990-11-13,28,2009,NA,NA,10,200.4,0.4,0.6,0,-0.5,-0.7,-0.2,0.4,0.1,-0.9,-0.4,-0.1,-0.1
"Brenden Dillon","BRENDEN.DILLON","8475455","20-21","WSH","D","L",1990-11-13,29,2009,NA,NA,56,1060.8,0.5,1.9,0,2.1,0.5,-0.9,0.5,4.1,-0.4,4.2,0.8,1.4
"Brenden Dillon","BRENDEN.DILLON","8475455","21-22","WPG","D","L",1990-11-13,30,2009,NA,NA,79,1487.8,0.4,-1.3,0,-0.8,-0.7,-0.2,0.4,-2.1,-1,-2.7,-0.5,-0.9
"Brenden Dillon","BRENDEN.DILLON","8475455","22-23","WPG","D","L",1990-11-13,31,2009,NA,NA,82,1606.2,0,8.8,0.1,-1.8,0.3,-0.2,0.1,6.9,0.1,7.1,1.2,2.3
"Brenden Morrow","BRENDEN.MORROW","8466160","07-08","DAL","L","L",1979-01-16,28,1997,1,25,82,1639.4,7.6,0.8,2.2,0.4,-0.5,3.4,9.8,1.1,2.9,13.8,2.5,4.8
"Brenden Morrow","BRENDEN.MORROW","8466160","08-09","DAL","L","L",1979-01-16,29,1997,1,25,18,384.3,0.1,-1,-0.5,-1.2,-1.6,0.4,-0.4,-2.2,-1.2,-3.8,-0.7,-1.3
"Brenden Morrow","BRENDEN.MORROW","8466160","09-10","DAL","L","L",1979-01-16,30,1997,1,25,75,1438.2,2.7,0,2.1,0,-0.5,0.5,4.8,0,0,4.9,0.9,1.7
"Brenden Morrow","BRENDEN.MORROW","8466160","10-11","DAL","L","L",1979-01-16,31,1997,1,25,82,1577.3,11.6,-2.9,1.4,0.5,0.2,0.5,13,-2.4,0.7,11.3,2,3.9
"Brenden Morrow","BRENDEN.MORROW","8466160","11-12","DAL","L","L",1979-01-16,32,1997,1,25,57,971.2,1.5,-2.3,2.4,-0.5,-2.8,-0.7,3.9,-2.8,-3.5,-2.4,-0.4,-0.8
"Brenden Morrow","BRENDEN.MORROW","8466160","12-13","DAL","L","L",1979-01-16,33,1997,1,25,29,432.8,2,-0.9,-0.2,0,-0.5,0.8,1.9,-0.9,0.4,1.4,0.3,0.5
"Brenden Morrow","BRENDEN.MORROW","8466160","12-13","PIT","L","L",1979-01-16,33,1997,1,25,15,221.1,3.2,-0.5,0,0,-0.5,0,3.2,-0.5,-0.4,2.3,0.4,0.8
"Brenden Morrow","BRENDEN.MORROW","8466160","13-14","STL","L","L",1979-01-16,34,1997,1,25,71,845.1,4.1,1.1,1.3,0,-2.8,1.4,5.4,1.1,-1.3,5.2,1,1.8
"Brenden Morrow","BRENDEN.MORROW","8466160","14-15","T.B","L","L",1979-01-16,35,1997,1,25,70,652.9,0.9,3,0,0,-0.5,0.3,0.8,3,-0.1,3.7,0.7,1.3
"Brennan Menell","BRENNAN.MENELL","8479734","19-20","MIN","D","R",1997-05-24,22,2015,NA,NA,5,69.9,-0.5,1.3,0,0,0,0.1,-0.5,1.3,0.1,0.8,0.2,0.3
"Brent Burns","BRENT.BURNS","8470613","07-08","MIN","D","R",1985-03-09,22,2003,1,20,81,1871.2,7.2,3.7,6.4,0.6,0.9,-0.6,13.6,4.2,0.3,18.1,3.3,6.3
"Brent Burns","BRENT.BURNS","8470613","08-09","MIN","D","R",1985-03-09,23,2003,1,20,60,1322.4,-0.9,4.1,1,0.6,0.3,0.7,0.1,4.7,1,5.8,1.1,2
"Brent Burns","BRENT.BURNS","8470613","09-10","MIN","D","R",1985-03-09,24,2003,1,20,47,1051.9,-2.1,0.8,1.1,-1.3,0.7,1.5,-1,-0.6,2.1,0.6,0.1,0.2
"Brent Burns","BRENT.BURNS","8470613","10-11","MIN","D","R",1985-03-09,25,2003,1,20,80,2003.8,7.2,6.1,5.2,-0.5,-0.7,-0.4,12.4,5.7,-1.2,16.9,3,5.8
"Brent Burns","BRENT.BURNS","8470613","11-12","S.J","D","R",1985-03-09,26,2003,1,20,81,1825.7,12.3,0.8,2.3,0,1,0.5,14.6,0.7,1.5,16.8,2.9,5.4
